Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Comoras;COM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1513.473758;1442.888581;1563.789745;1612.221572;1526.289549;1580.235729;1554.552374;1610.090098;1614.172886;1635.195121;1818.022052;1864.204665;1898.09721;1937.861957;1989.610063;2069.178634;2146.123234;2177.670839;2261.348023;2301.971286;2367.778629;2464.354227;2655.734875;2795.243466;2887.065504;2884.774852;3053.302585;3240.17917;3373.545867;3429.531083;3398.849344;3546.843502;
Cabo Verde;CPV;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;984.8380436;1009.841437;1118.147224;1213.196337;1440.373796;1639.857146;1816.8477;2007.662497;2234.783276;2467.84347;2829.98839;2909.394063;3062.092661;3206.463254;3579.856782;3897.318942;4285.654971;5010.466562;5386.383234;5297.007051;5381.12627;5642.637657;5506.923861;5490.367069;5455.468333;5696.665827;6014.305554;6320.342096;6690.56938;7123.550529;6084.456051;6716.956331;
Costa Rica;CRI;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4962.082606;5114.676672;5570.652996;5957.793195;6207.287406;6446.063024;6501.022528;6820.10241;7231.77471;7486.053004;7796.430885;8099.7124;8363.810725;8756.921955;9248.126628;9772.464327;10658.27763;11680.5728;12297.21336;12103.38185;12740.34097;13410.35454;14174.6021;14851.13544;15905.14794;16925.17941;18898.07522;20168.22048;21144.40977;22608.23216;21611.06287;22526.43573;
Estados pequeos del Caribe;CSS;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6129.384171;6433.338024;6735.880216;7063.224094;7355.37465;7655.697119;7995.576106;8377.189304;8534.691882;8994.085897;9471.790459;9836.211125;10304.65184;11108.35898;11819.19976;12549.87225;13794.41289;14590.25605;15002.14947;14499.76187;14807.73894;15200.99482;15475.81542;15713.67495;15957.91665;15725.92504;15493.71692;16175.34053;16645.40497;17049.11465;15873.37712;17323.61226;
Cuba;CUB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curacao;CUW;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21888.34706;23054.70396;23478.24186;23520.55159;23788.37033;24078.37594;24587.77493;25369.98553;26091.9481;25950.14223;25953.0971;26278.56532;25284.57674;25034.4605;24495.6341;24221.15367;23953.9408;24599.93783;24771.60103;24657.76304;20681.24467;22832.19418;
Islas Caimán;CYM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75269.09914;77386.8151;76320.16593;69274.57126;66346.62801;66766.04233;65118.44547;64286.00551;64432.35057;65087.71734;66970.31359;69534.77191;72743.31905;75458.5687;70767.81292;74155.27789;
Chipre;CYP;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13349.03027;13547.25977;14760.48535;14853.08594;15736.44727;17097.17188;17319.9668;17780.93945;18759.56445;19662.64063;21291.41406;22865.50781;23556.4082;24280.8457;25945.03711;27763.1543;30011.11914;32885.28906;34830.27344;33886.73828;33511.29688;33406.17578;31923.9375;30451.69531;30171.14258;31922.34961;35878.41406;38415.10938;40676.61719;44038.86719;41421.70313;44393.76172;
República Checa;CZE;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12725.20394;11655.47814;11848.5907;12124.34233;12738.91282;13860.02843;14689.74206;14824.62506;14978.07009;15396.31178;16238.61224;17624.43722;18252.57277;19539.05728;20932.1974;22095.38785;23922.15715;26285.70112;27974.48713;27761.79617;27880.54257;29001.36804;29254.73127;30818.10816;32502.47535;33899.28657;36097.70526;38824.88792;41135.49298;44203.96731;42716.45785;45719.0388;
Alemania;DEU;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19463.62865;20996.1877;21721.85411;21875.23831;22797.55257;23565.65272;24078.54505;24572.63791;25345.66624;26291.21108;27204.29337;28373.97419;29178.63747;29909.67518;31334.01534;31794.09601;34158.12837;36292.07671;37802.38743;36816.20718;38950.71088;42541.53109;43359.61483;44993.89275;47011.55109;47609.781;50579.68393;53071.45557;55235.3663;57399.01117;55854.36366;58290.73692;
Djibouti;DJI;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3730.366512;3897.114312;4144.97437;4263.133406;4451.683846;4699.019074;4969.34926;5014.237415;5397.679018;
Dominica;DMA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4352.264681;4582.514063;4784.069892;4999.20009;5105.574225;5370.387966;5641.331347;5871.252273;6174.20447;6305.334346;6633.073409;6797.378005;6697.380133;7244.348252;7650.995342;7931.104883;8548.310247;9332.598888;10187.88092;10132.52381;10328.07422;10521.08315;10245.14276;10470.26327;11179.86614;11327.08141;12159.62077;11511.60642;12132.38264;12918.56411;10817.4239;11950.55716;
Dinamarca;DNK;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18244.31864;19074.58902;19825.41402;20230.00101;21690.41697;22697.15736;23741.37346;24928.34562;25814.65817;26653.8239;28663.65188;29442.96229;30640.34562;30821.94318;32938.88288;34150.15946;37331.98008;39011.13939;41278.32683;40331.82423;43000.85664;44403.38484;44803.96824;46726.85414;47901.44736;49045.33919;51976.00571;55356.68078;57482.9624;60094.3935;60979.84817;64688.59555;
República Dominicana;DOM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3666.649001;3747.893084;4177.943402;4501.803682;4627.191369;4900.299158;5194.223219;5656.024875;6006.414554;6353.716895;6697.521257;6913.0444;7231.224986;7172.966415;7451.835235;8298.495129;9219.267067;10042.90912;10430.09301;10458.85359;11317.47253;11760.64189;11781.88687;12348.42534;13321.76707;14564.94695;15911.15439;16524.53384;17901.81933;18937.96314;17686.75904;20462.51713;
Argelia;DZA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6974.076379;6955.544827;7075.760231;6934.2603;6872.209302;7144.5735;7441.30154;7525.305678;7878.206579;8130.387872;8510.359279;8840.674165;9354.221725;10088.08677;10653.34303;11478.02805;11861.16606;12392.50592;12714.16166;12768.99372;13141.12026;13543.59872;13347.3628;13104.7371;13058.12457;12071.81418;11685.45142;11809.48303;12006.01024;12118.0045;11438.69116;12128.27499;
Asia oriental y el Pacífico (excluido altos ingresos);EAP;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1457.43233;1597.589782;1775.066342;1978.842695;2198.241853;2427.378032;2655.471215;2847.525395;2869.015034;3045.294713;3308.81917;3568.719434;3866.232405;4240.56414;4694.144996;5253.325852;5930.277036;6752.445336;7390.395253;7929.124192;8728.751999;9572.778377;10366.21928;10950.63031;11456.1778;11777.31128;12296.33685;12968.75984;14037.28243;15016.85309;15249.28336;16894.57791;
inicial del dividendo demográfico;EAR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2942.418452;3116.062817;3250.759609;3334.596498;3438.462976;3563.430622;3759.129653;3911.308159;3871.33262;3948.901057;4149.395;4247.320466;4324.765206;4571.579966;4924.589622;5299.153864;5734.948835;6157.07217;6442.071528;6532.717132;6939.300248;7347.103047;7707.109526;7931.191658;8153.016906;8253.233234;8552.754892;8957.86274;9398.11203;9668.36658;9253.012964;10114.51977;
Asia oriental y el Pacífico;EAS;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3227.382187;3474.270582;3697.45404;3938.22507;4250.06142;4566.115399;4887.25186;5140.286443;5134.863375;5369.194908;5773.202771;6076.936209;6448.893854;6872.110931;7455.675951;8112.021289;8904.885207;9838.91556;10461.25088;10841.56233;11770.23063;12659.95765;13489.61219;14181.4223;14693.70714;15108.82064;15609.09967;16329.77865;17427.70775;18369.74659;18556.29758;20249.84628;
Europa y Asia central (excluido altos ingresos);ECA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7083.04219;6908.977237;6362.625963;6129.060978;5523.677612;5522.948414;5590.868148;5840.376154;5342.78196;5523.896101;6197.843999;6544.858846;7008.262632;7754.559294;8659.640737;9750.726796;11652.18096;12960.52603;14813.94618;14287.04292;15300.925;16897.17331;17911.03996;19308.59395;19647.5809;19179.95965;19571.83693;20765.97718;22196.51152;22957.57418;22782.03857;24980.91563;
Europa y Asia central;ECS;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11864.28598;12150.32856;12185.97657;12270.8139;12471.45884;12942.18815;13384.01646;13952.59636;14236.80867;14786.77836;15927.17208;16728.65067;17530.31927;18210.00552;19332.12374;20363.45655;22549.51562;24169.13072;25813.41547;25091.43185;26150.6798;27721.31359;28489.23859;29768.26586;30492.03974;30917.1548;32333.8129;34019.22535;35736.60824;37586.54089;36383.76966;39231.63646;
Ecuador;ECU;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4723.54975;4980.164486;5092.723701;5211.918652;5444.825754;5578.990707;5674.71435;5915.586324;6070.300144;5763.768975;5857.496022;6123.75719;6362.496502;6549.196227;7151.696928;7633.4708;8075.332999;8330.833977;8877.780987;8835.386646;9104.364063;9861.503581;10304.889;11142.67836;11708.653;11071.29472;11068.85685;11679.43023;11885.74545;11870.9364;10924.18012;11720.64464;
"Egipto; República Árabe de";EGY;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3639.370983;3714.139861;3877.524446;3991.881138;4145.005961;4332.385787;4533.0179;4760.722887;4974.88294;5238.501654;5581.587598;5788.831762;5895.005333;6075.145135;6362.904448;6721.253083;7260.118037;7830.489351;8385.944895;8663.002472;9033.344405;9178.853589;10506.9681;10623.73789;10306.91589;10890.24179;10593.7478;10435.91719;11041.38689;11652.5738;12004.12593;12706.40445;
Zona del Euro;EMU;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17014.51643;17973.78352;18556.64961;18789.16656;19603.36711;20448.47662;21074.99893;21914.15828;22959.9946;23838.4226;25319.57668;26499.71603;27533.55613;27984.20528;29078.07449;30076.64677;32531.8922;34422.90425;35713.45273;34791.96006;35770.00899;37423.07659;37796.57746;38983.18123;39947.02632;41035.12297;43529.85145;45607.16041;47536.85873;50323.05504;48042.83338;51077.17133;
Eritrea;ERI;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;955.4564147;1075.95321;1292.300088;1284.941145;1362.146126;1477.285285;1499.976262;1499.547568;1462.741022;1581.029662;1598.41844;1523.315025;1523.883998;1573.082096;1578.938333;1618.849107;1449.063525;1476.515248;1496.076779;1628.750509;;;;;;;;;;;
España;ESP;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13686.04545;14472.2397;14866.58955;14984.10507;15594.37361;16288.35855;16979.7981;17912.70408;19097.06341;19954.29022;21588.42375;22953.57157;24371.59885;25047.39727;26143.76871;27606.93405;30718.21884;32473.65389;33263.2724;32092.72206;31681.10055;31867.97324;31720.12;32434.0032;33525.74063;34903.12748;37286.21343;39528.92539;40696.38768;43069.3811;38122.55197;40602.0702;
Estonia;EST;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6480.014731;6891.70966;7979.35824;8450.771682;8412.066776;9423.120101;10316.24992;11663.2715;13133.22958;14536.43575;16634.89274;19344.05183;22198.01674;22802.34218;20478.09003;21618.35695;24557.23615;25996.04678;27464.51868;28945.46533;29175.92593;31312.7523;33821.93291;36249.35815;38961.59744;38536.45808;42391.73005;
Etiopía;ETH;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414.6514575;381.6612473;342.2883986;383.3347251;390.7279081;409.6915603;454.2462872;461.8837725;437.3384699;452.4844762;476.5284642;512.5207813;513.1203167;497.2756238;563.5085621;631.6731706;701.6004987;780.532557;856.6597788;912.1083594;1010.022027;1114.045972;1191.440622;1261.1133;1488.625755;1630.877462;1848.661116;1987.968754;2116.848258;2273.734896;2376.635601;2547.716814;
Unión Europea;EUU;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14825.6577;15496.48055;15966.36955;16208.24603;16954.41862;17758.7206;18349.98922;19068.22332;19968.47713;20745.12409;22078.09389;23172.37906;24186.92591;24707.45413;25863.67985;26814.16278;29123.05564;31036.27266;32492.25866;31816.34582;32865.28773;34493.26507;34964.60602;36062.68882;37060.68946;38218.56408;40548.84183;42657.74155;44651.97999;47487.02288;45725.1905;48779.38244;
Frágiles y situaciones de conflicto afectados;FCS;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2484.227284;2497.021069;2497.716288;2428.48105;2268.531582;2246.469702;2273.223963;2381.855769;2478.638886;2509.714245;2662.206731;2781.1246;2800.923228;2743.14271;3130.074613;3352.265125;3603.523752;3853.601242;4030.664299;3985.103203;4152.484743;4178.657308;4392.09369;4585.644599;4594.118202;4391.934905;4440.906145;4581.341865;4727.62317;4823.01217;4592.304208;4766.288631;
Finlandia;FIN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18146.70448;17559.9234;17271.04873;17478.61879;18479.50811;19587.69796;20087.86683;21794.44258;23577.49295;24767.28067;26789.87867;27801.0248;28605.12232;29052.96517;31201.92731;32051.794;34452.89974;37843.11705;40083.69727;37972.65126;38954.48226;40916.83858;40873.09533;41493.14165;41757.40219;42497.70498;44934.44821;47570.13358;49580.6052;51810.26131;52295.8407;55217.28456;
Fiji;FJI;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3917.423231;3918.451712;4241.26852;4421.140569;4736.211637;4947.385724;5251.34418;5172.210557;5237.394111;5712.093443;5679.520947;5861.59028;6081.483697;6202.114052;6641.237026;6832.567839;7107.580991;7176.09575;7339.13894;7246.212855;7518.393297;7854.566626;8393.260798;9036.768351;10738.26639;11755.08618;11999.67766;12822.0136;13629.17212;13800.19987;11567.53537;11380.5695;
Francia;FRA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17710.19792;18338.99421;18962.22419;19206.04092;20003.84802;20777.89916;21357.52885;22241.79567;23357.45829;24304.40453;26091.84974;27490.86726;28518.82522;28168.6181;29055.35275;30494.21411;32462.96007;34122.70727;35092.69431;34676.36399;35899.40194;37439.23314;37677.72679;39521.69698;40144.02683;40849.99738;42924.61363;44577.06457;46537.47404;50500.96076;47976.43834;51009.35185;
Islas Feroe;FRO;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia (Estados Federados de);FSM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1727.568199;1883.794808;1955.920325;2101.219238;2079.430495;2241.393972;2200.68202;2096.36409;2175.046104;2233.347279;2390.704776;2492.222614;2543.909693;2639.305783;2635.329051;2785.915483;2886.173391;2930.173965;2936.645552;3010.930208;3124.070887;3281.543351;3270.064339;3193.75913;3166.362211;3332.464763;3381.858244;3522.288311;3597.811883;3690.219681;3644.970925;3642.095394;
Gabón;GAB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11959.5115;12769.40302;12321.91903;12767.9002;13175.70282;13764.21392;14162.83545;14856.69567;15160.58334;13651.86927;13352.07722;13585.23563;13402.50278;13602.07364;13679.33757;14076.1963;13688.58221;14448.89441;13792.03;13448.29955;14084.53803;14863.46234;14628.61588;14437.75973;14721.90115;14113.82767;13749.83255;14478.13031;14595.00234;15089.03985;14664.71093;15175.68734;
Reino Unido;GBR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17091.30512;17420.42121;17840.55103;18673.34846;19755.25508;20629.14606;21974.99997;23049.54767;23684.04049;24463.49633;26477.30421;27812.49415;29062.12387;30356.81021;32058.60192;32747.35401;34843.34055;35699.82868;36863.58476;35212.8172;36574.71156;37379.29097;38514.02617;40218.74726;41580.60249;42912.87509;44635.29956;46372.3866;47573.48802;49661.60386;46759.08256;50860.47964;
Georgia;GEO;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5724.600611;4636.720995;2592.89542;1862.26182;1730.656322;1882.306285;2210.232077;2565.84449;2742.305824;2920.209842;3100.988403;3375.179089;3647.998924;4159.376204;4546.583845;5171.57736;5866.588877;6818.50985;7139.012454;6984.247646;7564.892257;8360.297207;9826.052753;10611.77412;11575.54721;12089.16941;12858.4834;13589.70739;14593.92448;15621.87366;14731.20059;17013.56632;
Ghana;GHA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1575.150843;1671.524688;1732.412519;1814.567732;1869.849594;1942.203292;2021.819786;2093.248333;2163.409733;2235.238566;2311.547835;2393.651127;2471.482223;2580.312748;2724.268096;2897.367514;3095.145404;3231.662607;3503.709454;3604.432313;3839.885758;4362.592882;4877.582214;5118.242139;5376.308829;5021.788687;4811.572816;4929.567954;5247.692258;5571.564866;5551.786802;5971.125009;
Gibraltar;GIB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;881.6576081;898.3118912;918.7750302;958.002874;987.0458795;1025.066156;1059.925867;1110.980434;1142.61071;1176.05102;1208.833679;1264.789472;1330.042083;1342.784671;1381.368728;1438.63838;1470.030477;1576.122036;1632.940052;1585.791515;1641.250106;1726.182307;1772.704931;1784.690499;1775.501628;1789.018453;2045.094368;2383.578867;2530.768638;2652.5568;2746.73328;2900.668958;
Gambia;GMB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1428.265076;1462.137497;1486.162114;1512.005393;1498.485152;1498.328546;1514.674608;1569.740916;1595.494692;1671.837542;1752.253256;1841.950851;1759.005275;1863.056188;1989.54837;1945.583605;1935.12031;1985.716993;2084.664897;2169.269373;2254.050604;2049.349001;2033.281001;1960.584941;1874.262665;1913.415347;1918.697016;1927.039942;2060.671783;2171.234263;2154.485618;2281.305526;
Guinea-Bissau;GNB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1013.329345;1078.530688;1083.573417;1096.266966;1120.663757;1164.991551;1296.795308;1378.508768;983.9959061;989.3768296;1045.577118;1069.483057;1051.779906;1054.060374;1086.352766;1140.526245;1173.626676;1213.371301;1243.797325;1261.097036;1301.004359;1398.117143;1316.16757;1324.608211;1338.015633;1551.034122;1697.129045;1872.309281;1896.128317;1970.322278;1902.407505;2011.94848;
Guinea Ecuatorial;GNQ;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;588.1626947;579.9220665;770.2240064;843.6666062;968.5347191;1118.76954;1826.64663;4468.470039;5378.460744;6589.357146;7617.720584;12119.46637;14024.49044;15563.06278;21074.61661;24249.87047;25714.15635;29052.49128;33261.8694;32341.28341;28424.51936;29556.1131;32457.55078;30083.8921;29197.69173;20858.09644;17771.5628;19617.84471;18189.37669;16925.78796;15961.11386;16080.14326;
Grecia;GRC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13312.0493;14019.57424;14329.54819;14349.85744;14874.72989;15433.25268;16149.9045;17155.88048;18034.21348;18464.73208;19519.95681;20958.79401;22615.93561;23897.82661;25460.59937;25577.52411;28547.29656;29323.97973;30856.01184;30359.45115;27911.69743;25671.51609;24911.11963;25986.65032;26625.06181;26760.3633;27511.80102;28604.86094;29617.54834;31138.77582;28402.86745;31493.8515;
Granada;GRD;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4594.362759;4781.221314;4787.039621;4751.239332;4887.00309;5052.341746;5332.907716;5659.010041;6356.119302;6850.15401;7306.113255;7285.338673;7632.346534;8479.678374;8589.633947;9967.954453;9799.742679;10610.42613;10843.31221;10121.7367;10120.41056;10330.08789;10349.00858;10995.59004;12039.16096;13036.56082;13810.38775;14869.98257;15769.67576;16043.4798;13896.98274;15037.84954;
Groenlandia;GRL;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3319.968844;3463.392875;3617.505427;3751.760102;3888.385488;4065.417101;4161.110666;4314.641397;4474.145231;4601.413727;4758.248081;4860.75067;5009.586478;5126.233469;5314.815602;5544.676707;5900.851227;6318.320288;6524.609737;6474.796935;6618.916031;6910.876502;7204.732938;7446.588009;7758.49317;8194.440681;8221.746427;8322.21681;8671.443375;9037.688376;8849.717743;9806.82822;
Guam;GUM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3032.566676;3338.537346;3675.066958;4057.806792;4483.936337;4794.589605;5257.631852;5666.524317;5623.020946;5860.857441;5903.819779;6168.281133;6331.085303;6413.202937;6689.525608;6771.061588;7351.019766;8112.345461;8439.50566;8834.223432;9351.787923;10092.08249;10640.67256;11198.16014;11130.49447;11382.24238;11479.46201;12193.62168;12669.84096;13361.57321;19439.93098;24086.90092;
Ingreso alto;HIC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18063.41878;18859.6377;19571.7182;20156.4829;21170.41485;22106.6537;23089.14973;24104.37591;24908.30723;25908.58521;27545.78464;28465.77925;29396.07893;30427.08619;32160.32999;33741.79684;35957.57498;37749.581;38758.39538;37705.92896;39146.27539;40806.45196;41960.33654;43312.48794;44446.65448;45205.32184;46515.91245;48405.63822;50430.82403;52344.18268;50740.06451;54775.04688;
"Hong Kong; Región Administrativa Especial";HKG;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18250.04226;19778.34076;21310.65216;22774.02953;24115.11952;24711.05169;25096.09266;26608.31518;25114.35882;25858.53818;28221.04145;28805.60863;29607.79627;31176.38404;34528.11856;38075.15584;41741.33753;45250.18028;46818.49459;45861.04079;49190.61135;52277.46644;52234.59232;53691.83748;54781.64716;56408.93627;57225.09;59842.213;62513.95681;62103.42761;58949.46595;65891.69471;
Honduras;HND;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010.146936;1953.608861;2060.844886;2184.579062;2174.216229;2292.356782;2312.857701;2393.80816;2442.302457;2394.421072;2556.419304;2614.067537;2683.047286;2788.131725;2966.63093;3167.059951;3398.067692;3622.036167;3763.50326;3617.158904;3719.19615;3863.651341;3963.015777;4067.289315;4368.555682;4729.153322;5043.871489;5447.698792;5694.121701;5850.582832;5303.514499;6121.565844;
Países pobres muy endeudados (PPME);HPC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1086.805885;1106.74997;1096.487791;1101.184145;1094.307066;1141.871465;1190.141094;1247.496585;1270.547286;1294.213051;1327.363903;1375.686679;1402.387017;1446.687244;1525.497572;1615.950945;1714.813682;1807.698453;1892.781718;1920.267027;2005.933696;2077.027923;2069.747548;2154.307645;2292.079733;2337.044769;2420.32018;2494.346076;2586.450385;2669.714178;2633.377108;2767.495507;
