Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Croacia;HRV;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8054.464469;8804.358165;9534.25635;9887.486694;9939.956163;10669.42772;11650.42857;12774.82764;13697.32665;14694.45711;15455.11206;17611.99786;19527.42995;20978.50449;20227.39441;20048.35005;21094.0383;21463.73431;22134.72986;22360.96227;23338.24207;25260.21693;27206.96541;28909.41085;31588.1113;29690.03418;34543.72213;
Haití;HTI;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2179.485152;2249.845124;2136.678375;2029.164795;1790.656341;1971.954088;2052.650674;2105.350947;2136.171335;2184.859637;2213.014882;2214.977545;2233.840707;2316.906432;2308.649266;2413.682641;2489.979042;2633.706635;2711.12747;2843.085089;2683.688662;2846.881182;2801.350402;2992.430351;3004.286967;2934.78504;3120.340108;3187.789761;3273.521318;3232.49563;3121.145757;3153.12702;
Hungría;HUN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8325.565973;8257.605892;8414.228128;8859.302158;9192.59043;9352.284657;9824.818318;10398.34357;10873.24786;11855.46471;13210.45771;14526.38826;15482.1015;16272.09861;17112.20217;18388.2216;19102.26937;20727.88997;20729.99757;21750.72179;23038.80802;23275.23186;24556.71535;25699.7505;26806.59525;27947.63769;29501.12042;31913.07466;34541.22577;34064.74405;36774.3376;
Sólo BIRF;IBD;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2943.854816;3052.012753;3138.724221;3259.370167;3386.550014;3557.464074;3768.70676;3970.27813;4001.870624;4160.886633;4453.682715;4672.178916;4903.110244;5236.615068;5738.208781;6281.974048;7013.262557;7759.333175;8372.707372;8610.182082;9292.937044;10008.50458;10605.12647;11081.5463;11399.53427;11484.39292;11898.32072;12513.21985;13335.39245;13973.59016;13758.22228;15181.07939;
BIRF y la AIF;IBT;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2627.587687;2719.693133;2791.534566;2886.912069;2986.25616;3128.032026;3303.651207;3468.524565;3496.060253;3624.219905;3862.454055;4042.331518;4231.37273;4502.636375;4914.406062;5359.262616;5948.125729;6544.875281;7029.009638;7216.260936;7751.031984;8306.085579;8760.55777;9140.924453;9409.0632;9477.415887;9789.907957;10253.88558;10887.19409;11369.33551;11169.04364;12242.15512;
total de la AIF;IDA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1369.353188;1409.257494;1436.46372;1449.290356;1458.148395;1506.720394;1567.333243;1615.2178;1648.779837;1686.499224;1753.227924;1824.093844;1897.263174;1985.792785;2125.234317;2274.60245;2433.295505;2590.230692;2709.253139;2792.832537;2924.348262;3047.004531;3129.283578;3278.684935;3459.629729;3544.356101;3630.18675;3735.433679;3918.604798;4062.615434;4016.9292;4257.456919;
mezcla de la AIF;IDB;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2056.785906;2114.489051;2179.742242;2173.49251;2187.765391;2230.336797;2311.643348;2333.960612;2362.864646;2393.224077;2474.837578;2567.169988;2701.516047;2834.356519;3057.585959;3268.633997;3485.133032;3692.91122;3813.714848;3945.702365;4098.795948;4262.122138;4341.50448;4520.574521;4740.472572;4826.136656;4829.802465;4909.035246;5132.647023;5263.213884;5151.235977;5536.66907;
Indonesia;IDN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3069.98304;3330.325083;3566.031188;3823.257811;4130.580196;4489.873211;4850.37751;5083.757931;4396.787351;4427.113458;4681.91945;4892.352515;5121.33454;5399.32871;5749.521451;6188.855532;6643.880722;7161.810728;7638.009575;7941.166333;8430.615417;9022.72138;9645.149197;10009.0107;10233.98527;10219.17641;10482.699;10941.92095;11669.71728;12358.24225;12146.40679;13027.30061;
Sólo AIF;IDX;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1032.703406;1062.088484;1069.619357;1093.235789;1099.142461;1150.665973;1200.24271;1260.773607;1296.081564;1337.167449;1395.345874;1454.155228;1496.090969;1563.033063;1660.392786;1779.144367;1909.389345;2040.990589;2158.920226;2217.06894;2336.514069;2437.943585;2522.000239;2657.09077;2819.932654;2906.423047;3038.516325;3160.646322;3326.466494;3480.754104;3470.481332;3640.013469;
Isla de Man;IMN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1204.242059;1231.955439;1301.824124;1367.697536;1460.115434;1572.021447;1688.386407;1753.085925;1847.256696;2001.634107;2087.224776;2197.109404;2275.441506;2459.953916;2680.898081;2936.560443;3221.697778;3510.388774;3636.060371;3892.530031;4215.580828;4467.466655;4827.945973;5016.928746;5187.255759;5412.336239;5778.269614;6112.06665;6589.913808;6887.538348;6448.870196;7241.98423;
No clasificado;INX;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Irlanda;IRL;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13743.54212;14399.45419;15116.50987;15812.26333;17012.29566;18945.06141;20481.11707;22636.21592;25093.0949;27041.34742;30211.48222;32573.5306;35222.02872;36284.92798;38733.58417;40466.23435;44229.52458;46779.39635;44169.09434;41471.4941;43200.93334;45080.1887;46361.46369;47830.63089;51098.26668;69028.77272;71498.60101;77749.20196;84555.6348;89671.31072;93950.69491;105381.8446;
"Irán; República Islámica del";IRN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7592.106748;8511.718708;8783.611487;8802.69605;8804.049607;9081.989888;9707.284315;9866.725255;10027.88868;10209.83708;10871.13341;11188.9895;12162.41857;13349.50528;14073.07565;14738.15224;15707.85852;17196.28961;17330.67303;17379.40321;18348.51528;18981.2308;16757.19207;15939.68053;15704.91642;13828.43857;14661.83944;15163.29231;14978.43347;14678.77788;15222.75974;16484.07536;
Iraq;IRQ;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2681.847706;3530.27692;4486.521678;4535.144368;4570.228538;5001.941276;5977.816033;7896.674287;9112.657586;10538.5354;10622.1277;9590.305474;6008.405549;9194.798483;9359.558954;10120.16251;10680.06189;11555.74417;11597.83401;12098.90311;12825.63742;14279.26515;14517.48261;13005.7538;9198.737829;8920.041235;9976.854942;10233.83233;10733.99471;9408.295527;9846.0415;
Islandia;ISL;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23955.55045;24775.7397;26872.99351;28721.78103;29557.54183;29784.83655;31882.1464;32607.10588;32700.89216;35616.40379;37322.73993;39697.76312;41468.67398;43728.11406;41864.61935;39773.26353;40936.86783;42004.44761;44409.66895;45996.96875;49201.0641;53480.39719;55638.49206;57211.30031;60077.14984;54719.61671;57981.95056;
Israel;ISR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19662.6198;20728.90471;21417.03213;22056.74116;22595.50341;25012.03846;25010.55066;25230.01157;23849.82372;25236.93936;24853.77787;25585.36637;27426.58132;27510.03985;27374.38333;28843.00158;30636.35238;31846.35583;34324.37815;34366.18102;35469.9502;37843.19463;39121.29583;39906.12468;40475.64194;39619.10176;43442.25636;
Italia;ITA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18638.23171;19551.43204;20150.13584;20439.3522;21320.50437;22395.61368;23058.97684;23875.77913;25021.65968;25602.38947;27077.63273;28039.09289;28736.57711;29198.39927;29554.86256;30130.64446;32451.49348;34145.54606;35523.27131;34603.25586;35156.66839;36598.01497;36486.29679;36314.6971;36194.87392;36899.38521;39926.95466;41581.12079;43036.24378;45799.39752;43038.97013;46385.26035;
Jamaica;JAM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4816.160377;5176.996263;5348.169457;5930.864672;6079.211955;6288.772323;6337.231418;6317.966997;6187.579073;6292.395288;6451.899649;6652.370572;6857.452873;7214.214656;7469.314226;7735.114232;8165.919733;8470.290267;8530.609009;8178.963348;8122.350005;8396.881317;8431.375117;8703.54096;8823.114362;9095.919824;9533.839562;9984.577117;10403.50501;10676.72547;9701.890533;10542.73779;
Jordania;JOR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4492.037736;4479.531876;4967.409021;5041.029805;5148.94003;5357.436797;5387.537912;5512.266689;5610.955811;5756.493035;6008.924;6333.894478;6659.910194;6915.903882;7520.004974;8171.836479;8510.710998;8874.170344;9464.339707;9785.721122;9912.172416;10133.77152;10308.04394;10320.79789;9457.596745;9237.718198;9056.909871;9629.102999;9813.481906;9954.268404;9707.404182;10132.50388;
Japón;JPN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19580.71263;20857.32814;21431.61413;21763.99658;22823.44171;23859.06605;25000.53392;25620.0681;25509.8996;25735.97109;27287.27019;27942.34665;28623.58845;29392.24899;30830.65845;32169.86749;33634.63171;35015.98657;35273.79115;33547.28342;35335.37351;36214.43977;37605.97426;39402.0251;39555.41201;40898.80697;40596.96866;41444.21574;42116.47435;42314.93768;41612.23639;42250.97246;
Kazajstán;KAZ;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8261.674223;7553.627384;7321.916901;6830.161599;6185.742922;5918.374353;6149.413066;6462.952863;6523.298279;6859.037588;7725.002523;8980.674385;10014.05069;11123.89013;12432.36623;13941.50088;15742.06403;17406.16112;17985.38574;17958.31266;19227.1844;20779.44425;22032.17454;24504.76609;24726.47287;23224.11784;23818.82483;24862.96612;26154.60194;27463.97155;26750.44623;28684.89806;
Kenya;KEN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708.987304;1735.54908;1708.237557;1704.030501;1735.530459;1798.747623;1856.701691;1847.609122;1878.673128;1895.228033;1893.76402;1949.66935;1931.39493;1967.994184;2061.41531;2185.602662;2328.560704;2480.651588;2459.727742;2482.750986;2639.634774;2758.24151;2870.680261;3147.949284;3421.245961;3763.763686;4025.841747;4312.908917;4571.478085;4795.403612;4744.739268;5211.170533;
Kirguistán;KGZ;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2543.528925;2381.392659;2074.544389;1794.888824;1465.531849;1401.051231;1505.332932;1658.752561;1686.936746;1747.092619;1861.621661;1985.930219;1998.107104;2158.041983;2343.15794;2385.338014;2508.128874;2769.433362;3030.752903;3100.556976;3085.990191;3297.366837;3618.149726;4042.893053;4281.824074;4214.829509;4681.174733;5046.691535;5255.783473;5480.293907;4985.029555;5289.687125;
Camboya;KHM;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098.755626;704.571879;770.0840719;810.8944958;839.2435749;870.339453;975.5210426;1077.41477;1170.276239;1244.16096;1352.309266;1505.284011;1727.637369;1938.931468;2156.770173;2306.693651;2288.718256;2418.836055;2605.489544;2867.537377;3051.001466;3198.673549;3411.577267;3708.369109;3972.724164;4318.381235;4652.708167;4510.372357;4783.903614;
Kiribati;KIR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1207.833907;1224.427427;1242.412746;1263.587075;1293.668005;1301.067549;1325.370067;1346.698493;1425.840384;1399.484532;1494.327548;1477.169517;1525.516783;1554.829981;1539.183515;1633.128285;1650.425876;1697.050456;1661.369986;1653.162893;1623.667104;1657.817006;1747.778217;1824.712697;1811.689674;1980.668736;1960.613473;1962.319554;2082.314269;2074.526963;2051.357672;2128.076638;
Saint Kitts y Nevis;KNA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8937.583974;9088.561455;9607.672734;10365.77391;11001.37728;11683.98065;12433.25101;13337.72541;13248.00631;13683.21154;15183.09708;16154.21706;16530.44097;16135.40138;17175.56029;19377.92065;20539.65933;21157.80061;23902.401;23178.79259;23409.68056;24191.56365;23183.50895;24330.72511;26463.46539;26571.20493;27952.8489;29333.39318;30666.01387;32511.29829;28162.94691;29097.1867;
"Corea; República de";KOR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8355.332774;9474.642596;10184.85566;11030.71195;12187.25497;13502.58274;14694.09624;15721.70566;14974.65957;16807.12948;18538.83553;19724.42595;21396.83775;22095.87083;23773.82865;25186.86757;26884.26733;29064.91808;29946.07749;29508.38151;31736.62844;32546.75365;33557.12872;34244.31214;35324.49767;37902.4004;39575.45428;40957.41806;43044.29176;43410.3022;44694.7337;46875.29098;
Kuwait;KWT;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36475.01922;49032.71845;54719.50599;58081.50834;57822.70257;58284.82061;59149.12125;57093.332;59312.09372;59045.26976;60092.76112;70043.63501;77375.44305;85033.20517;89139.78191;91484.73035;90355.24368;80128.44922;75193.7119;78780.72849;81564.6333;75486.71538;68766.26849;46346.70359;43678.51632;50007.29954;50112.25997;49311.69846;46328.07946;;
América Latina y el Caribe (excluido altos ingresos);LAC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6092.30382;6371.77242;6553.146343;6748.401736;7147.791171;7230.181418;7517.827418;7906.984939;8056.913366;8079.730203;8441.748405;8537.701955;8626.397237;8904.659463;9511.251102;10083.83317;10868.82662;11628.02596;12260.32424;12080.90704;12904.97519;13745.2329;13998.74845;14464.54488;14772.54967;14544.65262;14762.02929;15363.22034;15791.6395;15972.7235;14974.88056;16343.13742;
República Democrática Popular Lao;LAO;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1011.338259;1060.287519;1113.652827;1175.451058;1265.379442;1349.221494;1435.188177;1527.965343;1576.958876;1686.09558;1793.783279;1908.464249;2021.288797;2154.35086;2320.560669;2526.295551;2784.178246;3028.391352;3276.725191;3491.586041;3778.153906;4106.342233;4793.832899;5241.846002;5828.375007;6126.440613;6798.360308;7211.259089;7726.617001;8170.958382;8189.14621;8620.647618;
Líbano;LBN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2991.289142;4529.528951;5280.99245;5873.100431;6369.050518;6796.963156;7560.120503;7632.920541;7865.381474;7801.31174;7952.956237;8312.480848;8618.182587;8954.791525;9659.287463;10079.38341;10379.65849;11435.26843;12508.68577;13698.93403;14835.37258;15125.82295;15840.89578;15584.62399;14985.5237;15379.59978;16588.08663;17808.07689;18400.26671;17896.94322;14535.68092;14256.68971;
Liberia;LBR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;976.243155;997.6095409;1024.164077;723.7371555;753.5311008;782.1647036;823.4873833;881.1619143;923.7983727;948.6200975;989.4691765;1050.725084;1149.993616;1331.334534;1367.668463;1272.596565;1393.543985;1533.411238;1558.087849;1517.072239;1459.614277;1563.552927;
Libia;LBY;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20391.95156;21215.23016;20821.52394;20441.85823;22974.88456;24016.25062;26995.69396;28965.95709;30960.40712;30839.5002;29056.50614;30257.01128;16091.43599;29393.27694;24136.07055;20809.59303;22163.1408;21871.7681;24212.91093;26348.96072;23486.54486;17851.01172;24130.82983;
Santa Lucía;LCA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6611.979129;6767.711467;7362.622859;7470.133313;7650.397594;7854.14914;8145.039247;8149.383574;8680.947034;8958.368041;9094.302735;8921.081486;9030.093904;9527.52211;10418.10618;10626.50068;11557.29213;11994.90683;12749.49132;12386.52092;12643.51691;13518.22213;13346.46921;13763.16836;13989.28523;13815.50965;14584.53015;15247.45884;15996.00791;16113.31752;12289.2503;14332.22151;
América Latina y el Caribe;LCN;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6198.261776;6518.572461;6744.85622;6947.825461;7318.563625;7445.069839;7732.285707;8148.518485;8305.583923;8304.084647;8676.884494;8810.212733;8851.624129;9088.841117;9782.984396;10407.15154;11290.66665;12096.71515;12712.84104;12502.01773;13292.96592;14165.50126;14457.26882;14941.96926;15264.40502;15057.24921;15315.71393;15950.88588;16430.75574;16653.7275;15627.27364;17116.31231;
Países menos desarrollados: clasificación de las Naciones Unidas;LDC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;943.9359855;973.2758763;980.3711586;983.69146;988.7140673;1041.84411;1093.442441;1146.699549;1177.513209;1214.826369;1267.260777;1333.746737;1384.619852;1449.152074;1545.680159;1672.132474;1801.905172;1942.89163;2061.702072;2116.27821;2224.174871;2304.101291;2366.008816;2484.647203;2638.257397;2694.632343;2810.877317;2925.151081;3070.202671;3215.922273;3212.820885;3335.93272;
Países de ingreso bajo;LIC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;881.4387484;900.5032439;877.1799876;882.0317286;875.2196247;911.4958616;954.968595;1005.713243;1020.599036;1040.55041;1063.579687;1113.247968;1129.697198;1161.911683;1222.215481;1299.259645;1378.09895;1464.537646;1525.975652;1554.985024;1634.810395;1683.156043;1614.752752;1679.967369;1788.348763;1839.733848;1932.369587;1971.678524;2041.459443;2099.184775;2074.996974;2151.657736;
Liechtenstein;LIE;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2385.239879;2548.45073;2690.362283;2913.290745;3112.668122;3325.445754;3491.211463;3757.700733;3958.454537;4164.730681;4487.147274;4485.296824;4698.349111;5033.022166;5403.686235;5873.182609;6468.701905;7042.83854;7550.991764;7813.771817;8483.281541;9347.187702;10618.56872;11243.81148;11706.82083;12208.01199;13056.64225;13584.19311;14081.61687;14214.65121;13812.95748;14706.54132;
Países de ingreso mediano bajo;LMC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2076.19694;2152.637791;2219.187511;2255.952825;2310.695681;2422.027063;2562.121407;2646.477282;2659.793112;2766.352391;2902.571465;3035.090775;3171.832601;3383.546755;3641.032689;3920.369702;4236.393165;4579.389864;4779.567142;4951.416248;5257.219304;5535.477458;5825.180936;6028.22498;6196.659785;6291.358953;6555.49687;6842.90534;7258.592709;7566.15411;7310.420509;7955.079428;
Ingreso mediano y bajo;LMY;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2525.566982;2618.242269;2684.992047;2776.342033;2871.723357;3004.570815;3174.934589;3332.832435;3355.900194;3486.729978;3720.253043;3894.373936;4083.874652;4357.26889;4750.370705;5186.735362;5751.209448;6326.747152;6793.854196;6986.56081;7514.356078;8052.198813;8498.500181;8875.473184;9135.774617;9193.62093;9489.524708;9931.949816;10544.7437;11000.07306;10806.11044;11846.7248;
Lesotho;LSO;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;768.598882;835.7719393;900.017309;940.0459147;1004.132458;1046.094452;1112.77709;1163.486693;1186.816259;1204.053122;1276.244824;1350.906792;1383.233244;1478.182847;1549.495672;1660.132688;1784.330617;1902.86333;2034.604158;2007.691616;2124.464058;2252.046742;2264.283614;2506.947367;2734.859882;2990.952647;2894.83384;2571.694113;2602.168342;2640.02831;2417.728659;2521.530663;
avanzada del dividendo demográfico;LTE;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2875.629271;2970.184137;3030.559136;3208.894323;3395.937285;3628.73316;3850.033445;4083.483597;4194.367519;4403.630533;4786.123913;5109.945375;5482.709051;5962.723992;6582.093101;7290.348415;8299.922515;9334.125257;10273.17121;10658.91528;11593.40891;12666.58141;13514.14485;14230.35144;14722.35499;14748.71103;15206.73424;16040.75403;17284.36163;18334.68211;18471.62144;20456.86868;
Lituania;LTU;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5930.848008;6385.708017;7069.684267;7762.915705;7820.701013;8447.021187;9437.514839;10480.6961;12068.24169;13030.51777;14510.59678;16481.41278;19096.7123;20721.0132;18117.65662;20096.64685;22884.92623;24703.68582;26721.57967;28184.47233;28834.42768;30925.17085;33761.87124;36376.18982;39911.46361;39916.77921;43195.93726;
Luxemburgo;LUX;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29950.39254;33192.11361;34110.15526;35900.30468;37553.02456;38347.10756;39721.35336;42485.50628;44268.50803;49844.67696;55127.92618;56136.00636;58575.67927;60199.53877;64692.93712;68787.85475;78873.38131;85120.68792;90970.7212;86876.71964;90357.09752;94475.03023;96636.42664;100925.012;105296.2846;107859.686;113365.1761;114985.8422;116965.5861;120175.3259;118973.0565;133363.6667;
Letonia;LVA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5517.944577;5809.057899;6487.598836;7068.535399;7405.827073;8040.575903;9045.954116;10081.19186;11061.46914;12278.73858;13913.85175;15857.01253;18238.60776;19573.15539;17024.63697;17706.78544;19248.53524;21290.45959;22639.06834;23815.80006;24972.78609;26721.7262;28673.5634;30877.04193;32894.0684;32106.09665;34266.66467;
"Región Administrativa Especial de Macao; China";MAC;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26719.68222;27673.0771;31208.39578;32868.62238;34272.06821;35427.78;35244.89468;35109.44861;33309.32289;32459.38637;34583.99323;35785.92078;38654.11262;42781.08364;54108.00401;58695.48911;66798.09536;76482.28986;78504.62049;77954.20536;96182.04004;116537.5378;129705.1215;149421.5927;149325.1718;113813.739;112351.2772;122977.509;131505.7046;128005.7819;58179.5128;71185.65564;
Isla de San Martín (parte francesa);MAF;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marruecos;MAR;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2574.60498;2805.782227;2763.624512;2763.743164;3074.328613;2924.224609;3295.621094;3251.116211;3474.483643;3511.712158;3610.384766;3909.186035;4040.741943;4311.750977;4580.919922;4814.61084;5267.962891;5527.950684;5889.966797;6098.757813;6322.320801;6699.541504;6690.431641;6906.785645;7149.036133;7669.945313;7693.057129;7921.619141;8264.929688;8564.418945;7959.256348;8852.914063;
Mónaco;MCO;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
República de Moldova;MDA;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3181.841629;3055.789692;3171.390696;2998.48311;2942.935991;3079.299694;3348.223148;3674.136656;4005.191105;4427.990458;4921.317719;5331.477985;5652.913156;6222.54947;5894.124611;6394.852837;6911.509356;7360.933018;8379.133474;8824.382367;9250.123271;10606.63211;11651.18635;12663.23105;13580.11657;12870.01602;15390.46583;
Madagascar;MDG;"PIB per cápita; PPA ($ a precios internacionales actuales)";NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1182.673482;1111.650649;1115.95467;1130.852967;1118.768084;1125.140063;1133.773703;1158.58193;1179.832198;1214.463598;1258.486875;1323.539672;1143.025798;1242.643909;1304.338315;1368.618453;1444.122595;1522.628123;1608.48065;1509.961524;1494.130237;1506.468;1489.631498;1494.685371;1515.5983;1508.442706;1568.389357;1548.156425;1594.527151;1652.385832;1514.861688;1607.935225;
