Departamento,Provincia,Municipio,ciudad_comunidad,total_agua,red,pileta,aguatero,pozo,pozo_sin_bomba,lluvia,laguna,total_desague,alcantarillado,camara_septica,pozo_ciego,calle,quebrada,a_laguna,total_electricidad,red_electrica,motor,panel_solar,otra,no_tiene
Santa Cruz,Todos,Todos,SANTA CRUZ,644854,537612,37066,2352,31934,18463,13205,4222,578675,232509,123932,220241,1556,208,229,644854,565515,10808,6175,5625,56731
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,SANTA CRUZ DE LA SIERRA,360022,339429,17891,258,1738,480,148,78,348350,192531,74661,80406,722,8,22,360022,354714,659,50,763,3836
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,CASITAS,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,8,0,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,MESON,63,52,0,0,11,0,0,0,29,2,6,20,1,0,0,63,45,1,0,0,17
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,GUADALUPE,5,0,0,0,5,0,0,0,4,0,3,1,0,0,0,5,0,3,0,1,1
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,SAN LORENZO,50,10,22,1,10,7,0,0,28,0,4,24,0,0,0,50,31,4,0,0,15
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,VILLA FLOR,260,127,22,0,94,15,0,2,188,3,49,135,1,0,0,260,238,0,2,2,18
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,CORTADERA,62,0,0,0,2,20,18,22,2,0,0,0,0,0,2,62,0,0,0,0,62
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,PORESAQUI,52,26,1,1,20,4,0,0,36,0,9,27,0,0,0,52,30,4,4,0,14
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,JORORI,94,42,44,0,5,3,0,0,74,1,16,57,0,0,0,94,88,1,0,0,5
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,TIJERAS,20,12,0,0,7,1,0,0,15,0,1,14,0,0,0,20,13,1,2,0,4
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,USURO,24,0,1,0,18,5,0,0,22,0,2,20,0,0,0,24,16,4,0,0,4
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,LAS MALVINAS,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,USURI,80,46,5,0,26,2,1,0,71,0,11,58,1,0,1,80,69,0,0,0,11
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,EL CUCHI,8,0,0,0,7,1,0,0,5,0,0,5,0,0,0,8,8,0,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,HABRA,8,0,0,1,3,3,1,0,4,0,0,4,0,0,0,8,8,0,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,LOS JUNOS,6,0,0,0,5,1,0,0,5,0,0,5,0,0,0,6,0,1,2,0,3
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,LAS PAVAS,7,0,0,0,6,1,0,0,6,0,2,4,0,0,0,7,6,1,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,SANTA RITA,246,18,0,0,149,72,0,7,107,0,2,105,0,0,0,246,0,133,3,0,110
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,EL PALMAR DEL ORATORIO,50,45,0,0,4,0,1,0,16,1,2,13,0,0,0,50,45,0,0,0,5
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,CANADIENSE 1,26,0,0,0,24,2,0,0,26,2,1,23,0,0,0,26,22,1,3,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,ZAFRANILLA,149,77,0,1,66,5,0,0,146,5,45,96,0,0,0,149,134,0,5,2,8
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,MONTERO HOYO,486,382,21,2,72,6,2,1,437,9,160,268,0,0,0,486,444,7,1,3,31
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,12 DE JULIO,69,22,3,0,34,8,1,1,44,0,11,33,0,0,0,69,39,5,8,1,16
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,VILLA VIANA,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,LAS PEÑAS,469,294,60,0,106,7,2,0,112,0,22,90,0,0,0,469,433,4,0,0,32
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,PAURITO,404,328,16,1,51,8,0,0,359,0,110,248,0,0,1,404,373,7,0,1,23
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,TIPOY,76,47,2,0,23,3,1,0,53,0,23,30,0,0,0,76,44,0,0,4,28
Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,TUNDY,129,79,7,2,35,6,0,0,108,0,36,72,0,0,0,129,105,9,2,0,13
Santa Cruz,Andrés Ibáñez,Cotoca,COTOCA,4300,3944,270,4,67,8,4,3,4033,1620,721,1684,7,0,1,4300,4153,17,2,17,111
Santa Cruz,Andrés Ibáñez,Cotoca,CAMPANERO,435,312,113,2,5,2,1,0,370,1,72,297,0,0,0,435,412,1,0,1,21
Santa Cruz,Andrés Ibáñez,Cotoca,CAMPANERO (DISPERSO),519,34,23,1,330,122,5,4,188,12,19,155,1,1,0,519,447,3,1,1,67
Santa Cruz,Andrés Ibáñez,Cotoca,CUMAVI,52,5,3,0,38,6,0,0,38,1,0,37,0,0,0,52,48,0,1,0,3
Santa Cruz,Andrés Ibáñez,Cotoca,EL ESPINO,199,94,6,0,90,9,0,0,189,2,41,145,1,0,0,199,181,2,0,1,15
Santa Cruz,Andrés Ibáñez,Cotoca,ITAPAQUI,103,71,9,1,17,5,0,0,87,4,19,63,1,0,0,103,95,2,0,0,6
Santa Cruz,Andrés Ibáñez,Cotoca,SINDICATO AGRARIO PORVENIR ITAPAQUI,51,14,2,0,34,1,0,0,49,1,16,32,0,0,0,51,45,0,0,0,6
Santa Cruz,Andrés Ibáñez,Cotoca,SANTA ROSA DE PROBOSTE,168,141,14,0,10,2,1,0,139,2,25,112,0,0,0,168,146,2,0,3,17
Santa Cruz,Andrés Ibáñez,Cotoca,COSORIO,102,57,2,4,35,4,0,0,78,1,10,62,4,1,0,102,93,3,1,0,5
Santa Cruz,Andrés Ibáñez,Cotoca,DON LORENZO,421,289,23,0,102,6,1,0,347,4,79,262,2,0,0,421,397,4,0,3,17
Santa Cruz,Andrés Ibáñez,Cotoca,LA CRUCEÑA (LAS BARRERAS),142,67,65,3,4,1,2,0,84,1,13,69,1,0,0,142,113,0,2,2,25
Santa Cruz,Andrés Ibáñez,Cotoca,EL BISITO,373,246,111,0,13,1,0,2,184,7,14,158,4,0,1,373,321,0,3,1,48
Santa Cruz,Andrés Ibáñez,Cotoca,ARROYITO,156,124,21,2,9,0,0,0,56,3,0,50,3,0,0,156,145,0,1,0,10
Santa Cruz,Andrés Ibáñez,Cotoca,LA CRUCEÑA,102,49,5,0,41,7,0,0,95,0,10,85,0,0,0,102,99,2,0,0,1
Santa Cruz,Andrés Ibáñez,Cotoca,LA ENCONADA,535,386,48,4,82,14,0,1,420,6,107,298,7,2,0,535,473,5,4,4,49
Santa Cruz,Andrés Ibáñez,Cotoca,LOS TAJIBOS,138,7,11,0,114,6,0,0,81,0,11,69,1,0,0,138,130,2,0,0,6
Santa Cruz,Andrés Ibáñez,Cotoca,TAJIBOS,207,193,3,0,9,1,1,0,170,0,42,128,0,0,0,207,198,1,0,0,8
Santa Cruz,Andrés Ibáñez,Cotoca,TAROPE,327,266,44,0,15,1,1,0,257,1,67,188,1,0,0,327,304,0,0,8,15
Santa Cruz,Andrés Ibáñez,Cotoca,VILLA ALBA,107,18,0,0,84,5,0,0,103,0,21,82,0,0,0,107,102,1,0,0,4
Santa Cruz,Andrés Ibáñez,Cotoca,LA BARRANCA,83,67,15,0,1,0,0,0,4,0,0,4,0,0,0,83,81,0,0,0,2
Santa Cruz,Andrés Ibáñez,Cotoca,SAN ANDRES,139,115,13,0,11,0,0,0,115,1,20,94,0,0,0,139,123,0,1,7,8
Santa Cruz,Andrés Ibáñez,Cotoca,HABITAT 1,48,21,0,0,27,0,0,0,48,1,14,33,0,0,0,48,47,0,0,1,0
Santa Cruz,Andrés Ibáñez,Cotoca,LAS MADRECITAS,62,51,5,0,6,0,0,0,53,1,10,42,0,0,0,62,46,0,0,12,4
Santa Cruz,Andrés Ibáñez,Cotoca,NUEVO AMANECER,35,31,2,1,1,0,0,0,17,0,4,12,0,1,0,35,24,1,1,0,9
Santa Cruz,Andrés Ibáñez,Cotoca,ARROYUELO SUR,208,76,16,0,71,41,4,0,79,3,31,44,1,0,0,208,47,10,0,6,145
Santa Cruz,Andrés Ibáñez,Cotoca,EL BI,69,19,9,1,36,4,0,0,43,0,5,38,0,0,0,69,62,0,1,0,6
Santa Cruz,Andrés Ibáñez,Cotoca,HABRA CASA TEJAS,17,4,3,0,10,0,0,0,11,0,1,10,0,0,0,17,8,1,1,0,7
Santa Cruz,Andrés Ibáñez,Cotoca,SAN LORENZO,25,6,1,0,15,3,0,0,25,1,6,18,0,0,0,25,23,1,0,0,1
Santa Cruz,Andrés Ibáñez,Cotoca,LAS HABRAS,16,0,0,0,16,0,0,0,16,0,4,12,0,0,0,16,15,1,0,0,0
Santa Cruz,Andrés Ibáñez,Cotoca,CAMPO GRANDE,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,0
Santa Cruz,Andrés Ibáñez,Cotoca,CERES,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0
Santa Cruz,Andrés Ibáñez,Cotoca,CHANCHERIA LA ESTRELLA,4,0,0,0,4,0,0,0,4,0,1,3,0,0,0,4,4,0,0,0,0
Santa Cruz,Andrés Ibáñez,Cotoca,GRANJA SAN JOSE,14,0,0,0,14,0,0,0,14,0,7,7,0,0,0,14,14,0,0,0,0
Santa Cruz,Andrés Ibáñez,Cotoca,ARROYUELO NORTE,78,24,50,0,4,0,0,0,41,0,18,21,1,0,1,78,73,0,0,2,3
Santa Cruz,Andrés Ibáñez,Cotoca,LOS CHACO,18,1,7,0,8,2,0,0,5,0,4,1,0,0,0,18,17,0,0,0,1
Santa Cruz,Andrés Ibáñez,Cotoca,PUERTO PAILAS (DISPERSO),293,70,48,0,170,5,0,0,109,1,25,82,0,0,1,293,276,2,0,10,5
Santa Cruz,Andrés Ibáñez,Cotoca,GUAPURU,113,57,46,0,2,3,0,5,11,0,0,11,0,0,0,113,45,0,0,6,62
Santa Cruz,Andrés Ibáñez,Cotoca,PUERTO PAILAS,575,500,72,0,1,0,0,2,490,51,151,286,2,0,0,575,543,2,0,1,29
Santa Cruz,Andrés Ibáñez,Porongo,BUEN RETIRO,61,45,0,0,14,2,0,0,52,0,21,29,2,0,0,61,49,2,0,0,10
Santa Cruz,Andrés Ibáñez,Porongo,GUENDA TACUARA,43,10,0,0,2,1,30,0,13,0,3,10,0,0,0,43,0,5,8,3,27
Santa Cruz,Andrés Ibáñez,Porongo,LIMON,43,4,33,3,2,1,0,0,34,2,9,23,0,0,0,43,40,0,0,0,3
Santa Cruz,Andrés Ibáñez,Porongo,GUENDA - SANTA ROSA,17,0,0,0,0,14,3,0,6,0,3,3,0,0,0,17,1,1,8,7,0
Santa Cruz,Andrés Ibáñez,Porongo,MAGUE,56,41,10,0,3,2,0,0,30,0,7,23,0,0,0,56,38,4,8,0,6
Santa Cruz,Andrés Ibáñez,Porongo,TRES LAGUNAS,9,6,0,0,1,0,0,2,6,0,2,4,0,0,0,9,6,0,0,0,3
Santa Cruz,Andrés Ibáñez,Porongo,PORTUGUEZ,30,27,0,0,3,0,0,0,13,0,2,11,0,0,0,30,20,0,0,0,10
Santa Cruz,Andrés Ibáñez,Porongo,POZO COLORADO,155,104,26,3,16,5,1,0,121,0,34,87,0,0,0,155,136,0,2,0,17
Santa Cruz,Andrés Ibáñez,Porongo,SAN JOSE DE POTRERITO,65,64,1,0,0,0,0,0,55,0,9,46,0,0,0,65,61,0,0,0,4
Santa Cruz,Andrés Ibáñez,Porongo,SOMBRERITO,110,73,5,0,11,4,14,3,56,0,14,42,0,0,0,110,68,4,4,1,33
Santa Cruz,Andrés Ibáñez,Porongo,SURUTUVIA,30,28,0,0,1,1,0,0,15,0,9,6,0,0,0,30,22,0,1,0,7
Santa Cruz,Andrés Ibáñez,Porongo,TARUMATU,114,25,14,0,71,3,1,0,89,0,40,49,0,0,0,114,101,4,0,0,9
Santa Cruz,Andrés Ibáñez,Porongo,URUBO BARRANCA,56,1,0,0,52,3,0,0,51,0,5,46,0,0,0,56,52,1,0,0,3
Santa Cruz,Andrés Ibáñez,Porongo,LOS BATOS,176,119,18,0,38,1,0,0,162,1,105,55,1,0,0,176,166,0,0,1,9
Santa Cruz,Andrés Ibáñez,Porongo,BURAPACU,40,3,0,0,36,0,0,1,34,1,7,26,0,0,0,40,34,3,0,0,3
Santa Cruz,Andrés Ibáñez,Porongo,PIRAI PAREORKO,30,5,0,0,0,1,24,0,12,0,1,11,0,0,0,30,5,0,1,0,24
Santa Cruz,Andrés Ibáñez,Porongo,PORONGO,958,890,11,1,54,2,0,0,934,409,267,257,1,0,0,958,930,4,3,2,19
Santa Cruz,Andrés Ibáñez,Porongo,QUEBRADA EL PORTUGUEZ,53,23,0,5,10,6,9,0,25,3,7,15,0,0,0,53,23,3,1,9,17
Santa Cruz,Andrés Ibáñez,Porongo,TACUAREMBO,62,33,0,0,4,9,16,0,15,0,1,14,0,0,0,62,0,0,13,0,49
Santa Cruz,Andrés Ibáñez,Porongo,TARUMACITO,4,0,2,0,0,2,0,0,4,0,2,2,0,0,0,4,2,0,1,0,1
Santa Cruz,Andrés Ibáñez,Porongo,VILLA GUADALUPE,74,29,32,0,2,10,1,0,62,0,16,45,1,0,0,74,74,0,0,0,0
Santa Cruz,Andrés Ibáñez,Porongo,COLORADA,10,6,0,0,3,1,0,0,7,0,3,4,0,0,0,10,6,0,1,0,3
Santa Cruz,Andrés Ibáñez,Porongo,LOMAS DEL URUBO,81,7,3,4,61,4,2,0,62,0,16,46,0,0,0,81,66,3,3,0,9
Santa Cruz,Andrés Ibáñez,Porongo,PATRIOTA SURUTU,36,0,1,0,0,0,35,0,1,0,0,1,0,0,0,36,0,0,6,0,30
Santa Cruz,Andrés Ibáñez,Porongo,VILLA -VILLORRIO ROSALIA,18,4,11,0,0,1,2,0,13,0,5,8,0,0,0,18,16,0,1,0,1
Santa Cruz,Andrés Ibáñez,Porongo,LA SAMA,15,0,0,0,12,3,0,0,15,0,9,6,0,0,0,15,13,2,0,0,0
Santa Cruz,Andrés Ibáñez,Porongo,LOMAS DE LA PLIZA,17,0,0,0,17,0,0,0,16,0,10,6,0,0,0,17,17,0,0,0,0
Santa Cruz,Andrés Ibáñez,Porongo,URUBO,113,88,0,0,23,2,0,0,92,0,18,74,0,0,0,113,100,1,1,0,11
Santa Cruz,Andrés Ibáñez,Porongo,MORENO,15,1,8,0,2,3,0,1,4,0,0,3,1,0,0,15,0,3,0,0,12
Santa Cruz,Andrés Ibáñez,Porongo,COOPERATIVA EL DORADO,13,0,0,0,0,9,4,0,12,0,10,2,0,0,0,13,1,1,0,10,1
Santa Cruz,Andrés Ibáñez,Porongo,CENTELLA,32,3,7,0,2,9,3,8,8,0,0,8,0,0,0,32,13,0,0,0,19
Santa Cruz,Andrés Ibáñez,Porongo,MAGUESITO,30,24,0,0,4,0,1,1,27,0,11,14,2,0,0,30,18,1,1,0,10
Santa Cruz,Andrés Ibáñez,Porongo,GUENBE CHACO,52,0,0,1,49,0,2,0,13,0,5,8,0,0,0,52,2,5,2,1,42
Santa Cruz,Andrés Ibáñez,Porongo,EL MARTILLO,11,11,0,0,0,0,0,0,7,0,3,4,0,0,0,11,8,0,0,1,2
Santa Cruz,Andrés Ibáñez,Porongo,LAS CRUCES,111,31,50,0,5,12,8,5,72,2,26,44,0,0,0,111,72,26,1,0,12
Santa Cruz,Andrés Ibáñez,Porongo,LUQUILLAS,96,81,0,0,6,6,2,1,84,3,10,70,0,0,1,96,78,2,0,1,15
Santa Cruz,Andrés Ibáñez,Porongo,SAN SIMON,17,9,0,0,2,1,4,1,3,0,0,3,0,0,0,17,1,2,0,0,14
Santa Cruz,Andrés Ibáñez,Porongo,AGUA DULCE,42,25,3,0,0,1,12,1,19,0,6,13,0,0,0,42,0,0,19,0,23
Santa Cruz,Andrés Ibáñez,Porongo,GUENDA PATRIOTA,19,0,0,0,3,1,14,1,1,0,1,0,0,0,0,19,0,0,7,0,12
Santa Cruz,Andrés Ibáñez,Porongo,RINCON DE TEREBINTO,19,16,1,0,0,0,0,2,11,0,3,8,0,0,0,19,15,0,0,0,4
Santa Cruz,Andrés Ibáñez,Porongo,TEREBINTO,191,164,2,1,15,7,1,1,162,2,40,119,1,0,0,191,160,10,4,2,15
Santa Cruz,Andrés Ibáñez,Porongo,SAN MIGUEL,27,21,0,0,4,0,2,0,8,0,1,6,0,0,1,27,0,7,1,2,17
Santa Cruz,Andrés Ibáñez,Porongo,CHACO WENBE,64,30,0,0,17,5,10,2,37,2,7,28,0,0,0,64,35,6,5,0,18
Santa Cruz,Andrés Ibáñez,Porongo,EL CUCHI,39,10,0,0,22,3,4,0,30,0,0,30,0,0,0,39,31,4,1,0,3
Santa Cruz,Andrés Ibáñez,Porongo,EL HONDO,45,28,1,0,4,5,5,2,23,0,6,17,0,0,0,45,21,6,7,0,11
Santa Cruz,Andrés Ibáñez,Porongo,LA PERDIZ,35,22,0,0,7,1,5,0,26,0,4,22,0,0,0,35,11,2,10,0,12
Santa Cruz,Andrés Ibáñez,Porongo,NUEVA PALESTINA,68,0,0,0,0,0,67,1,29,0,3,24,0,0,2,68,17,1,24,1,25
Santa Cruz,Andrés Ibáñez,Porongo,SAN PEDRO,85,25,1,0,3,6,50,0,33,0,0,22,2,8,1,85,21,7,5,1,51
Santa Cruz,Andrés Ibáñez,Porongo,SANTA FE DE AMBORO,135,74,0,0,3,16,41,1,64,1,13,50,0,0,0,135,93,2,0,1,39
Santa Cruz,Andrés Ibáñez,La Guardia,ALTO LA GUARDIA,29,1,0,2,20,4,2,0,26,0,8,18,0,0,0,29,26,1,0,0,2
Santa Cruz,Andrés Ibáñez,La Guardia,QUEBRADA SECA,61,51,1,0,4,5,0,0,53,1,12,40,0,0,0,61,60,0,0,0,1
Santa Cruz,Andrés Ibáñez,La Guardia,QUEBRADA SECA MOTACUSAL,20,1,0,6,2,5,4,2,3,0,1,2,0,0,0,20,2,1,1,0,16
Santa Cruz,Andrés Ibáñez,La Guardia,LA GUARDIA,18018,15824,1515,212,364,57,22,24,16870,345,7345,9122,52,5,1,18018,17369,47,4,126,472
Santa Cruz,Andrés Ibáñez,La Guardia,VILLA SIMON BOLIVAR,42,42,0,0,0,0,0,0,39,0,25,14,0,0,0,42,40,0,0,0,2
Santa Cruz,Andrés Ibáñez,La Guardia,PEJI VILLA ARRIEN,94,48,4,0,37,3,2,0,79,4,22,53,0,0,0,94,87,1,1,1,4
Santa Cruz,Andrés Ibáñez,La Guardia,LA PEÑA,51,35,0,0,14,2,0,0,36,0,16,20,0,0,0,51,44,1,0,1,5
Santa Cruz,Andrés Ibáñez,La Guardia,SAN CARLOS,110,93,1,0,3,0,13,0,67,1,19,47,0,0,0,110,79,1,1,1,28
Santa Cruz,Andrés Ibáñez,La Guardia,SAN JUAN,111,88,0,0,13,9,1,0,70,3,7,60,0,0,0,111,89,3,0,0,19
Santa Cruz,Andrés Ibáñez,La Guardia,TOTORALES,65,49,1,0,13,2,0,0,34,4,7,23,0,0,0,65,55,1,0,0,9
Santa Cruz,Andrés Ibáñez,La Guardia,VILLA ROSARIO,58,31,0,0,15,12,0,0,43,0,14,29,0,0,0,58,53,0,0,0,5
Santa Cruz,Andrés Ibáñez,La Guardia,VILLA VICTORIA,107,67,2,0,29,9,0,0,92,0,8,84,0,0,0,107,102,0,0,0,5
Santa Cruz,Andrés Ibáñez,La Guardia,EPIZANA,7,0,2,0,5,0,0,0,6,0,0,6,0,0,0,7,0,0,0,0,7
Santa Cruz,Andrés Ibáñez,La Guardia,LA GUARDIA (DISPERSO),369,30,3,3,310,19,4,0,368,3,168,194,0,1,2,369,28,275,0,2,64
Santa Cruz,Andrés Ibáñez,La Guardia,CAMPO 95 MENONITAS,26,6,0,0,20,0,0,0,26,0,8,18,0,0,0,26,0,26,0,0,0
Santa Cruz,Andrés Ibáñez,La Guardia,LA BANDA DE PEDRO LORENZO,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
Santa Cruz,Andrés Ibáñez,La Guardia,MENONITA RIVAS PALACIO,129,8,0,1,116,4,0,0,129,0,52,77,0,0,0,129,1,94,3,1,30
Santa Cruz,Andrés Ibáñez,La Guardia,EL CARMEN,122,109,12,0,1,0,0,0,113,1,57,54,1,0,0,122,104,0,1,2,15
Santa Cruz,Andrés Ibáñez,La Guardia,PEDRO LORENZO,464,344,28,5,79,5,2,1,395,1,131,260,3,0,0,464,430,2,0,4,28
Santa Cruz,Andrés Ibáñez,La Guardia,BASILIO,348,218,73,6,49,0,2,0,258,3,26,228,1,0,0,348,325,3,2,0,18
Santa Cruz,Andrés Ibáñez,La Guardia,CAÑABERAL II,57,35,9,5,7,1,0,0,33,2,6,25,0,0,0,57,48,2,1,0,6
Santa Cruz,Andrés Ibáñez,La Guardia,CAÑAVERAL I,79,49,19,0,11,0,0,0,67,0,12,55,0,0,0,79,70,2,1,1,5
Santa Cruz,Andrés Ibáñez,La Guardia,PLATANILLO,9,3,6,0,0,0,0,0,6,0,2,4,0,0,0,9,9,0,0,0,0
Santa Cruz,Andrés Ibáñez,La Guardia,MONTE GRANDE,39,26,7,0,4,2,0,0,25,2,10,13,0,0,0,39,32,0,1,0,6
Santa Cruz,Andrés Ibáñez,La Guardia,NARANJILLO,64,45,0,0,9,1,9,0,43,0,10,33,0,0,0,64,48,1,1,3,11
Santa Cruz,Andrés Ibáñez,La Guardia,PRIMERO DE MAYO DOS,27,3,7,3,0,0,14,0,7,0,3,2,1,1,0,27,5,0,0,0,22
Santa Cruz,Andrés Ibáñez,La Guardia,AGUAISES,65,18,1,0,43,3,0,0,55,2,15,38,0,0,0,65,63,0,1,1,0
Santa Cruz,Andrés Ibáñez,La Guardia,SAN MIGUEL DEL MONTE GRANDE,69,54,3,0,10,1,1,0,60,1,12,47,0,0,0,69,56,0,2,0,11
Santa Cruz,Andrés Ibáñez,La Guardia,TUPAC KATARI,41,30,6,0,4,0,1,0,18,1,7,8,1,0,1,41,33,1,0,0,7
Santa Cruz,Andrés Ibáñez,La Guardia,SAN MIGUEL DEL ROSARIO,86,68,1,0,16,1,0,0,68,0,6,59,3,0,0,86,79,0,0,0,7
Santa Cruz,Andrés Ibáñez,La Guardia,OLIVERA,71,0,47,0,15,9,0,0,19,0,0,19,0,0,0,71,0,8,0,0,63
Santa Cruz,Andrés Ibáñez,La Guardia,SAN JOSE,475,453,16,0,3,1,2,0,439,3,96,340,0,0,0,475,462,1,0,0,12
Santa Cruz,Andrés Ibáñez,El Torno,ALTO ESPEJO,23,0,3,0,2,4,8,6,5,0,0,5,0,0,0,23,2,0,5,0,16
Santa Cruz,Andrés Ibáñez,El Torno,CAÑADA STRONGEST,51,1,0,0,0,3,47,0,11,1,0,10,0,0,0,51,1,0,2,1,47
Santa Cruz,Andrés Ibáñez,El Torno,CAÑON SAN PEDRO,7,2,2,1,0,1,1,0,5,0,0,5,0,0,0,7,0,1,2,0,4
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA EL TIGRE,26,0,0,0,6,5,15,0,8,0,1,7,0,0,0,26,13,0,6,0,7
Santa Cruz,Andrés Ibáñez,El Torno,JARDIN DE LAS DELICIAS,20,0,0,0,2,1,17,0,4,1,0,3,0,0,0,20,0,0,8,0,12
Santa Cruz,Andrés Ibáñez,El Torno,FORESTAL PLAYON,44,17,11,0,1,2,3,10,34,0,2,31,1,0,0,44,29,0,10,1,4
Santa Cruz,Andrés Ibáñez,El Torno,LA FORESTAL,41,36,0,0,5,0,0,0,39,0,13,26,0,0,0,41,38,0,1,0,2
Santa Cruz,Andrés Ibáñez,El Torno,LAS TACUARAS,22,13,5,0,0,0,3,1,14,0,7,7,0,0,0,22,2,0,7,0,13
Santa Cruz,Andrés Ibáñez,El Torno,VILLA PARAIZO,18,2,8,0,0,0,4,4,6,0,4,2,0,0,0,18,0,0,6,6,6
Santa Cruz,Andrés Ibáñez,El Torno,LA LIRA,20,0,0,0,0,0,16,4,1,0,0,0,0,1,0,20,0,0,2,2,16
Santa Cruz,Andrés Ibáñez,El Torno,SAN ANTONIO,6,0,1,0,0,0,2,3,1,0,0,1,0,0,0,6,0,0,2,0,4
Santa Cruz,Andrés Ibáñez,El Torno,LOS LIMOS,46,0,0,2,9,22,12,1,22,0,4,18,0,0,0,46,25,0,1,2,18
Santa Cruz,Andrés Ibáñez,El Torno,CAFETAL MONTE VERDE,58,3,0,0,0,1,52,2,15,0,0,15,0,0,0,58,0,2,17,2,37
Santa Cruz,Andrés Ibáñez,El Torno,NUEVA ESPERANZA,84,0,0,9,2,14,59,0,9,0,1,8,0,0,0,84,0,1,4,0,79
Santa Cruz,Andrés Ibáñez,El Torno,NUEVO SURUTU,30,0,0,0,2,0,28,0,3,0,0,3,0,0,0,30,0,0,9,3,18
Santa Cruz,Andrés Ibáñez,El Torno,SAN MARTIN,6,1,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,6
Santa Cruz,Andrés Ibáñez,El Torno,SAN MATIAS DE LOMERIO,40,0,0,0,5,15,14,6,9,0,0,9,0,0,0,40,11,1,5,0,23
Santa Cruz,Andrés Ibáñez,El Torno,SAN PEDRO,33,10,5,15,0,0,2,1,3,0,0,3,0,0,0,33,2,0,14,1,16
Santa Cruz,Andrés Ibáñez,El Torno,ALTO VILLA BARRIENTOS,63,13,1,1,0,3,45,0,9,0,2,7,0,0,0,63,36,0,2,0,25
Santa Cruz,Andrés Ibáñez,El Torno,EL PACAY,42,0,0,4,2,4,32,0,8,0,0,8,0,0,0,42,0,3,2,1,36
Santa Cruz,Andrés Ibáñez,El Torno,BELEN,28,0,0,3,0,0,24,1,2,0,0,2,0,0,0,28,0,0,1,0,27
Santa Cruz,Andrés Ibáñez,El Torno,EL TORNO,5385,5029,298,4,23,11,17,3,5068,2486,418,2147,17,0,0,5385,5200,11,4,11,159
Santa Cruz,Andrés Ibáñez,El Torno,LA ROJISA,22,3,0,0,0,0,17,2,4,1,2,1,0,0,0,22,1,0,2,0,19
Santa Cruz,Andrés Ibáñez,El Torno,ESPEJOS,88,56,13,0,8,1,7,3,37,1,7,29,0,0,0,88,80,0,4,0,4
Santa Cruz,Andrés Ibáñez,El Torno,JUNTA PIRAI,157,62,1,0,4,3,86,1,79,0,3,75,1,0,0,157,72,0,0,17,68
Santa Cruz,Andrés Ibáñez,El Torno,LA MELEA,45,33,2,0,0,1,4,5,15,0,2,13,0,0,0,45,23,3,1,0,18
Santa Cruz,Andrés Ibáñez,El Torno,LIMONES,8,8,0,0,0,0,0,0,7,0,0,7,0,0,0,8,1,0,0,0,7
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA ALVAREZ,34,0,0,1,0,0,20,13,0,0,0,0,0,0,0,34,0,0,0,1,33
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA LEON,91,44,9,0,0,1,37,0,39,1,9,28,0,0,1,91,43,1,10,3,34
