Departamento,Provincia,Municipio,ciudad_comunidad,total_agua,red,pileta,aguatero,pozo,pozo_sin_bomba,lluvia,laguna,total_desague,alcantarillado,camara_septica,pozo_ciego,calle,quebrada,a_laguna,total_electricidad,red_electrica,motor,panel_solar,otra,no_tiene
La Paz,Omasuyos,Chua Cocani,CAPILAYA,97,68,25,0,0,3,1,0,52,2,5,45,0,0,0,97,80,0,0,1,16
La Paz,Omasuyos,Chua Cocani,COMPI,116,89,11,0,2,5,6,3,79,0,1,78,0,0,0,116,85,0,0,2,29
La Paz,Omasuyos,Chua Cocani,LLAMACACHI,86,79,5,0,0,1,1,0,77,1,22,54,0,0,0,86,68,0,0,0,18
La Paz,Omasuyos,Chua Cocani,TAUCA,92,82,2,0,1,2,5,0,73,0,3,70,0,0,0,92,78,0,0,0,14
La Paz,Omasuyos,Chua Cocani,CORPA CHILAYA,124,49,43,0,1,29,2,0,14,2,0,12,0,0,0,124,70,0,0,0,54
La Paz,Omasuyos,Chua Cocani,SONCACHI GRANDE,141,122,9,0,1,2,7,0,18,1,2,15,0,0,0,141,106,0,0,0,35
La Paz,Omasuyos,Chua Cocani,CHUA COCANI,321,232,66,0,8,10,4,1,48,8,7,33,0,0,0,321,249,0,0,1,71
La Paz,Omasuyos,Chua Cocani,LACACHI,132,74,44,0,1,4,8,1,39,2,2,35,0,0,0,132,100,0,0,0,32
La Paz,Omasuyos,Chua Cocani,CHUA QUELANI,56,30,6,0,0,20,0,0,1,0,0,1,0,0,0,56,23,0,0,7,26
La Paz,Omasuyos,Chua Cocani,MARCA CHUA,59,12,33,0,1,8,5,0,5,0,3,2,0,0,0,59,55,0,0,0,4
La Paz,Omasuyos,Chua Cocani,CARAPATA,44,31,0,0,0,13,0,0,11,0,0,11,0,0,0,44,16,0,0,6,22
La Paz,Omasuyos,Chua Cocani,CHUA VISALAYA,217,108,91,0,0,11,5,2,105,0,12,93,0,0,0,217,151,0,0,0,66
La Paz,Omasuyos,Chua Cocani,COCANI,91,14,22,0,8,44,3,0,16,0,1,15,0,0,0,91,25,0,1,0,65
La Paz,Omasuyos,Chua Cocani,JANCOQALA,34,23,1,0,0,8,2,0,2,0,1,1,0,0,0,34,14,0,0,0,20
La Paz,Omasuyos,Chua Cocani,JICHUPATA,49,32,3,0,0,11,3,0,17,5,4,7,0,1,0,49,38,0,0,2,9
La Paz,Omasuyos,Chua Cocani,KALUYO,26,12,1,0,0,13,0,0,8,0,0,8,0,0,0,26,6,0,1,0,19
La Paz,Omasuyos,Chua Cocani,CHACOMA,27,15,5,0,0,7,0,0,7,0,0,7,0,0,0,27,20,0,0,0,7
La Paz,Omasuyos,Huarina,ANTACOLLO,121,1,0,0,9,109,2,0,88,1,5,81,0,0,1,121,88,0,0,0,33
La Paz,Omasuyos,Huarina,APUVILLQUI,86,1,28,0,4,47,6,0,56,0,0,55,0,1,0,86,48,0,0,0,38
La Paz,Omasuyos,Huarina,COROMATA ALTA,174,3,55,0,9,56,51,0,60,0,1,56,1,2,0,174,114,0,0,2,58
La Paz,Omasuyos,Huarina,COROMATA BAJA,335,21,33,0,172,54,54,1,256,4,136,116,0,0,0,335,212,0,1,1,121
La Paz,Omasuyos,Huarina,COROMATA MEDIA,119,31,23,0,0,51,14,0,109,1,0,107,0,1,0,119,93,0,0,0,26
La Paz,Omasuyos,Huarina,COTA COTA ALTA,206,54,33,0,7,75,37,0,53,0,7,46,0,0,0,206,141,1,0,2,62
La Paz,Omasuyos,Huarina,COTA COTA BAJA,194,76,30,0,4,79,5,0,114,0,33,81,0,0,0,194,145,0,1,0,48
La Paz,Omasuyos,Huarina,PAIRUMANI,132,2,7,0,40,44,36,3,104,0,58,46,0,0,0,132,71,0,0,0,61
La Paz,Omasuyos,Huarina,QUIMSACHATA,33,3,0,0,1,15,14,0,10,0,0,9,0,1,0,33,19,0,0,0,14
La Paz,Omasuyos,Huarina,SAMANCHA,101,26,26,0,4,17,28,0,46,0,0,44,0,2,0,101,57,3,1,1,39
La Paz,Omasuyos,Huarina,SIPE SIPE,95,0,0,0,16,70,9,0,14,0,0,14,0,0,0,95,59,0,0,0,36
La Paz,Omasuyos,Huarina,SOREJAPA,142,15,46,0,4,23,54,0,92,0,7,85,0,0,0,142,97,0,0,0,45
La Paz,Omasuyos,Huarina,TAIRO,91,20,2,0,2,40,27,0,32,1,4,27,0,0,0,91,56,0,0,1,34
La Paz,Omasuyos,Huarina,UTAVI,76,32,8,0,1,33,2,0,28,0,0,27,0,1,0,76,52,0,0,1,23
La Paz,Omasuyos,Huarina,HUARINA,613,228,48,0,8,39,289,1,243,7,48,178,3,7,0,613,497,2,2,11,101
La Paz,Omasuyos,Huarina,ICRANA,58,1,0,0,18,23,16,0,11,0,1,10,0,0,0,58,44,0,0,1,13
La Paz,Omasuyos,Huarina,BERENGUELA,42,0,2,0,0,19,21,0,2,0,0,1,1,0,0,42,34,0,0,0,8
La Paz,Omasuyos,Huarina,MOCOMOCO,133,62,13,0,3,42,13,0,68,1,5,62,0,0,0,133,93,0,0,0,40
La Paz,Omasuyos,Huarina,SANKAJAWIRA CHICO,49,19,16,0,0,14,0,0,24,0,0,24,0,0,0,49,31,0,0,1,17
La Paz,Omasuyos,Huarina,UTAVI CUYAHUANI,84,26,11,0,2,20,25,0,41,0,4,37,0,0,0,84,52,1,0,0,31
La Paz,Omasuyos,Huarina,CUYAHUANI,132,19,5,0,0,78,25,5,79,2,7,70,0,0,0,132,108,1,1,0,22
La Paz,Omasuyos,Huarina,ISLA COJATA,63,0,0,0,0,43,20,0,42,1,24,15,0,2,0,63,57,0,0,0,6
La Paz,Omasuyos,Huarina,COPANCARA,57,2,0,0,2,18,35,0,13,0,4,9,0,0,0,57,39,0,0,3,15
La Paz,Omasuyos,Huarina,CENTRO COPANCARA,63,11,7,0,0,39,6,0,40,0,0,37,0,3,0,63,50,0,0,5,8
La Paz,Omasuyos,Huarina,KOWIRI,61,3,0,0,2,14,40,2,13,0,0,13,0,0,0,61,40,0,0,1,20
La Paz,Omasuyos,Huarina,WISCANTIA,37,0,0,0,0,19,18,0,4,0,0,3,0,1,0,37,18,0,0,0,19
La Paz,Omasuyos,Santiago de Huata,CHILLUSIRCA,36,1,35,0,0,0,0,0,9,0,0,9,0,0,0,36,25,0,0,0,11
La Paz,Omasuyos,Santiago de Huata,CHANCOROMA,47,18,0,0,0,27,2,0,3,0,0,3,0,0,0,47,14,0,0,28,5
La Paz,Omasuyos,Santiago de Huata,CHIGANI ALTO,98,57,6,1,3,19,12,0,65,0,0,65,0,0,0,98,63,0,0,0,35
La Paz,Omasuyos,Santiago de Huata,CHIGANI BAJO,93,70,1,0,0,19,3,0,47,0,17,30,0,0,0,93,69,0,0,0,24
La Paz,Omasuyos,Santiago de Huata,CUSIJAHUIRA,42,28,0,0,0,14,0,0,25,0,0,25,0,0,0,42,21,0,0,0,21
La Paz,Omasuyos,Santiago de Huata,JATAJAHUIRA,60,45,3,0,3,3,6,0,38,0,2,36,0,0,0,60,41,0,0,0,19
La Paz,Omasuyos,Santiago de Huata,JUNCO,86,74,2,0,0,1,9,0,41,0,1,40,0,0,0,86,65,0,0,0,21
La Paz,Omasuyos,Santiago de Huata,PAHANA CHICO,71,63,3,0,0,1,4,0,43,0,33,10,0,0,0,71,50,0,0,0,21
La Paz,Omasuyos,Santiago de Huata,PAHANA GRANDE,77,35,28,0,0,5,9,0,52,1,17,34,0,0,0,77,40,0,0,0,37
La Paz,Omasuyos,Santiago de Huata,PHOREJONI,84,69,5,0,0,4,6,0,54,2,1,51,0,0,0,84,71,0,0,0,13
La Paz,Omasuyos,Santiago de Huata,TOKE PUCURO,109,65,1,0,28,9,1,5,63,1,4,57,1,0,0,109,95,0,0,1,13
La Paz,Omasuyos,Santiago de Huata,YALUNI,72,49,0,0,0,0,23,0,18,0,1,17,0,0,0,72,34,0,0,0,38
La Paz,Omasuyos,Santiago de Huata,IQUICACHI,87,70,3,0,1,5,8,0,20,0,2,17,1,0,0,87,58,0,0,0,29
La Paz,Omasuyos,Santiago de Huata,MOHOMO,90,69,2,0,1,15,3,0,36,0,0,36,0,0,0,90,67,0,0,0,23
La Paz,Omasuyos,Santiago de Huata,PAHANA MEDIANO,44,36,0,0,1,2,5,0,28,0,24,4,0,0,0,44,31,0,0,0,13
La Paz,Omasuyos,Santiago de Huata,SANTIAGO DE HUATA,321,291,25,1,0,1,3,0,219,191,4,24,0,0,0,321,266,2,0,0,53
La Paz,Omasuyos,Santiago de Huata,URICACHI GRANDE,85,60,1,0,1,9,0,14,28,0,0,28,0,0,0,85,48,0,1,2,34
La Paz,Omasuyos,Santiago de Huata,VILLA NUEVA ESPERANZA,11,1,0,0,1,9,0,0,7,0,0,7,0,0,0,11,11,0,0,0,0
La Paz,Omasuyos,Santiago de Huata,PARICUCHO,115,97,6,0,2,4,5,1,65,1,0,64,0,0,0,115,91,0,0,0,24
La Paz,Omasuyos,Santiago de Huata,HUANCHUYO,45,45,0,0,0,0,0,0,21,0,1,20,0,0,0,45,35,0,0,0,10
La Paz,Omasuyos,Santiago de Huata,KACAMUAJE,111,110,0,0,0,1,0,0,84,0,31,53,0,0,0,111,97,0,0,0,14
La Paz,Omasuyos,Santiago de Huata,MILLIJATA,79,71,2,0,1,2,3,0,65,0,10,55,0,0,0,79,61,3,0,0,15
La Paz,Omasuyos,Santiago de Huata,POCO POCO,41,20,3,0,3,15,0,0,12,0,0,12,0,0,0,41,19,0,0,0,22
La Paz,Omasuyos,Santiago de Huata,PUCURO GRANDE,176,157,3,0,12,1,2,1,97,0,0,97,0,0,0,176,138,0,0,0,38
La Paz,Omasuyos,Santiago de Huata,TICULASI,54,48,5,0,0,0,1,0,41,0,0,41,0,0,0,54,39,0,0,0,15
La Paz,Omasuyos,Santiago de Huata,TOKE AJLLATA,189,103,8,0,0,4,73,1,27,0,0,27,0,0,0,189,119,3,1,0,66
La Paz,Omasuyos,Santiago de Huata,URICACHI CHICO,45,32,1,0,0,1,6,5,3,0,1,2,0,0,0,45,24,0,0,0,21
La Paz,Omasuyos,Santiago de Huata,WATARI,67,26,13,0,0,21,7,0,29,0,1,28,0,0,0,67,34,0,0,0,33
La Paz,Omasuyos,Santiago de Huata,CHUQUIÑAPI,323,116,9,0,37,86,11,64,74,0,1,73,0,0,0,323,173,1,0,1,148
La Paz,Omasuyos,Santiago de Huata,COQUENA,62,2,1,0,0,0,0,59,20,0,0,20,0,0,0,62,33,0,0,0,29
La Paz,Omasuyos,Santiago de Huata,COÑANI,117,63,33,0,0,14,2,5,10,0,0,10,0,0,0,117,56,0,0,0,61
La Paz,Omasuyos,Santiago de Huata,FARALAYA BAJA,44,25,0,0,0,18,1,0,7,0,0,7,0,0,0,44,18,0,0,1,25
La Paz,Omasuyos,Santiago de Huata,SEQUENA,145,129,7,1,2,1,5,0,76,0,4,72,0,0,0,145,118,0,1,0,26
La Paz,Omasuyos,Santiago de Huata,TAJOCACHI,259,175,21,0,2,18,17,26,63,0,10,50,3,0,0,259,175,0,0,0,84
La Paz,Omasuyos,Santiago de Huata,WICHI WICHI,204,1,8,0,134,41,12,8,23,0,1,21,0,1,0,204,118,0,0,0,86
La Paz,Omasuyos,Santiago de Huata,WATARI,160,96,17,0,13,28,6,0,105,0,4,101,0,0,0,160,112,1,0,0,47
La Paz,Omasuyos,Santiago de Huata,ALTO PHARALAYA,48,36,2,0,1,9,0,0,15,0,0,15,0,0,0,48,24,0,0,0,24
La Paz,Omasuyos,Huatajata,MARCA ARASAYA,56,52,0,0,0,1,3,0,17,0,0,17,0,0,0,56,39,0,0,0,17
La Paz,Omasuyos,Huatajata,CHILAYA,180,171,5,0,2,2,0,0,125,1,28,96,0,0,0,180,157,0,1,0,22
La Paz,Omasuyos,Huatajata,CHILAYA GRANDE,104,94,4,0,1,4,1,0,61,0,16,45,0,0,0,104,93,0,0,0,11
La Paz,Omasuyos,Huatajata,TAJARA CHICO,127,46,37,1,0,2,41,0,74,3,23,48,0,0,0,127,113,1,0,1,12
La Paz,Omasuyos,Huatajata,TAJARA GRANDE,195,147,22,0,2,18,4,2,108,0,20,86,2,0,0,195,145,0,0,0,50
La Paz,Omasuyos,Huatajata,TAJARA SUAÑACA,120,110,3,0,0,0,7,0,74,1,15,58,0,0,0,120,97,1,1,0,21
La Paz,Omasuyos,Huatajata,CHILAYA CHICO,197,171,8,1,7,5,2,3,131,2,33,96,0,0,0,197,163,0,0,1,33
La Paz,Omasuyos,Huatajata,HUATAJATA,134,83,39,0,1,3,8,0,90,0,27,63,0,0,0,134,110,1,0,0,23
La Paz,Omasuyos,Huatajata,CENTRO CHILAYA,72,31,35,0,0,6,0,0,32,0,5,27,0,0,0,72,59,0,0,0,13
La Paz,Omasuyos,Huatajata,SANCA JAHUIRA,216,122,3,0,11,39,36,5,126,0,20,106,0,0,0,216,178,0,0,0,38
La Paz,Omasuyos,Huatajata,SONCACHI CHICO,261,219,24,0,1,8,4,5,128,0,32,96,0,0,0,261,203,1,0,4,53
La Paz,Pacajes,Corocoro,CORO CORO,635,466,127,0,5,15,21,1,191,142,20,21,3,5,0,635,533,5,4,3,90
La Paz,Pacajes,Corocoro,NINOCA WAYOCTATA,18,7,1,0,0,10,0,0,1,0,0,1,0,0,0,18,13,0,0,0,5
La Paz,Pacajes,Corocoro,SAYTO COLLANA,7,0,0,0,1,2,2,2,0,0,0,0,0,0,0,7,6,0,0,0,1
La Paz,Pacajes,Corocoro,CALLIRPA,77,4,1,0,12,33,27,0,7,0,0,6,0,1,0,77,9,0,1,5,62
La Paz,Pacajes,Corocoro,TOMATA,159,0,0,0,5,138,16,0,7,0,0,7,0,0,0,159,1,0,4,1,153
La Paz,Pacajes,Corocoro,TARACOLLO,40,7,0,0,3,15,15,0,1,0,0,1,0,0,0,40,0,0,3,0,37
La Paz,Pacajes,Corocoro,TOPOHOCO,84,59,18,0,0,1,6,0,10,0,2,8,0,0,0,84,40,0,2,0,42
La Paz,Pacajes,Corocoro,ALTO LAURA PUTUNI,77,0,1,0,1,11,63,1,0,0,0,0,0,0,0,77,1,0,0,0,76
La Paz,Pacajes,Corocoro,EXALTACION,35,0,0,0,32,1,2,0,0,0,0,0,0,0,0,35,3,0,8,0,24
La Paz,Pacajes,Corocoro,SANTIAGO B,47,0,3,0,12,17,12,3,1,0,0,1,0,0,0,47,1,0,15,0,31
La Paz,Pacajes,Corocoro,BAJO LAURA PUTUNI,28,0,0,0,1,27,0,0,0,0,0,0,0,0,0,28,0,0,6,0,22
La Paz,Pacajes,Corocoro,CONDOROCO,63,1,19,0,7,29,7,0,1,0,0,1,0,0,0,63,3,0,8,0,52
La Paz,Pacajes,Corocoro,ISQUILLANI,27,0,0,0,0,10,17,0,1,0,0,1,0,0,0,27,0,0,0,1,26
La Paz,Pacajes,Corocoro,CAQUINGORA,140,83,14,0,7,35,1,0,20,0,0,19,1,0,0,140,121,0,0,0,19
La Paz,Pacajes,Corocoro,SEWENCANI,48,4,8,0,1,19,16,0,17,0,2,14,0,1,0,48,29,0,1,0,18
La Paz,Pacajes,Corocoro,COLLANA AÑAHUAYANI,22,0,0,0,0,5,17,0,0,0,0,0,0,0,0,22,14,0,0,0,8
La Paz,Pacajes,Corocoro,CHIJJCHI ARRIBA,65,3,0,0,10,35,17,0,4,0,1,2,0,0,1,65,34,0,1,6,24
La Paz,Pacajes,Corocoro,HUAYLLAPATA,32,8,4,0,1,12,7,0,4,0,0,4,0,0,0,32,23,0,0,0,9
La Paz,Pacajes,Corocoro,CHIJCHI BAJA,39,0,0,0,2,26,11,0,7,0,0,7,0,0,0,39,24,0,1,0,14
La Paz,Pacajes,Corocoro,SICUYPATA,41,0,1,0,10,14,16,0,4,0,0,4,0,0,0,41,12,0,1,0,28
La Paz,Pacajes,Corocoro,TAKAMANI,11,0,0,0,0,3,8,0,1,0,0,1,0,0,0,11,4,0,0,0,7
La Paz,Pacajes,Corocoro,CALARI CHICO,59,11,1,0,8,38,0,1,9,0,0,9,0,0,0,59,43,0,1,0,15
La Paz,Pacajes,Corocoro,JANKO SAYA,38,0,7,0,13,5,13,0,12,0,0,12,0,0,0,38,18,0,0,9,11
La Paz,Pacajes,Corocoro,ROMERCATY,27,0,0,0,1,26,0,0,6,0,2,4,0,0,0,27,0,0,1,0,26
La Paz,Pacajes,Corocoro,KANTUPATA,34,0,0,0,18,16,0,0,26,0,0,26,0,0,0,34,28,0,0,0,6
La Paz,Pacajes,Corocoro,NINOCA BAJA,25,0,0,0,9,9,0,7,9,0,0,5,0,3,1,25,0,0,1,0,24
La Paz,Pacajes,Corocoro,ROSAPATA,40,0,0,0,7,33,0,0,12,0,0,12,0,0,0,40,14,0,0,0,26
La Paz,Pacajes,Corocoro,ZONA PARCOCOTA,21,2,0,0,9,1,0,9,5,0,0,3,0,1,1,21,0,0,1,0,20
La Paz,Pacajes,Corocoro,CENTRO LLALLAGUA,18,0,0,0,0,17,1,0,0,0,0,0,0,0,0,18,1,0,0,0,17
La Paz,Pacajes,Corocoro,JAYUMA LLALLAGUA,27,0,25,0,1,1,0,0,1,0,0,1,0,0,0,27,17,0,0,0,10
La Paz,Pacajes,Corocoro,COLLPANI,17,0,0,0,0,0,16,1,0,0,0,0,0,0,0,17,0,0,0,0,17
La Paz,Pacajes,Corocoro,WILACOLLO,24,0,0,0,0,23,1,0,0,0,0,0,0,0,0,24,0,0,0,0,24
La Paz,Pacajes,Corocoro,NINOCA SANTO TOMAS,29,0,0,0,0,23,6,0,1,0,0,1,0,0,0,29,10,0,0,0,19
La Paz,Pacajes,Corocoro,CENTRO JAYUMA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
La Paz,Pacajes,Corocoro,JUNUTA CONDOROCA PARCOCOTA,46,1,0,0,3,41,1,0,5,0,0,5,0,0,0,46,21,0,1,0,24
La Paz,Pacajes,Corocoro,CHOQUEANANTA,13,0,0,0,1,3,9,0,2,0,0,2,0,0,0,13,6,0,0,0,7
La Paz,Pacajes,Corocoro,LAQA PUCARA,23,0,0,0,2,20,1,0,8,0,0,8,0,0,0,23,17,0,0,0,6
La Paz,Pacajes,Corocoro,CHALLA BELEN,31,0,0,0,13,2,16,0,18,0,0,17,0,1,0,31,9,0,0,0,22
La Paz,Pacajes,Corocoro,JANCKO MARCA,82,48,0,0,0,24,9,1,58,0,0,58,0,0,0,82,36,0,1,4,41
La Paz,Pacajes,Corocoro,HUAYLLANI,32,1,4,0,0,16,11,0,6,0,0,6,0,0,0,32,25,0,0,0,7
La Paz,Pacajes,Corocoro,QUEÑUANI,18,0,0,0,1,2,15,0,2,0,0,2,0,0,0,18,17,0,0,1,0
La Paz,Pacajes,Corocoro,CHULLUNCAYANI,19,0,0,0,5,11,3,0,16,0,2,14,0,0,0,19,18,0,1,0,0
La Paz,Pacajes,Corocoro,VILLA COSMINI,45,1,1,0,11,32,0,0,1,0,0,1,0,0,0,45,29,0,0,0,16
La Paz,Pacajes,Corocoro,12 DE MAYO,18,0,0,0,10,8,0,0,3,0,3,0,0,0,0,18,14,0,0,0,4
La Paz,Pacajes,Corocoro,ENEQUELLA,31,3,4,0,6,17,1,0,2,0,0,2,0,0,0,31,25,0,0,0,6
La Paz,Pacajes,Corocoro,HUAYÑOCO,40,0,0,0,6,33,0,1,2,0,1,1,0,0,0,40,24,0,0,0,16
La Paz,Pacajes,Corocoro,HUAYNA POTOSI,54,1,0,0,19,28,6,0,5,0,1,4,0,0,0,54,30,0,1,0,23
La Paz,Pacajes,Corocoro,ANCOAQUE,38,0,2,0,10,3,3,20,3,0,0,3,0,0,0,38,12,2,0,0,24
La Paz,Pacajes,Corocoro,HUANCANE ANDINO PRIMERO,44,8,5,0,15,16,0,0,1,0,0,1,0,0,0,44,13,0,1,0,30
La Paz,Pacajes,Corocoro,ROSARIO,5,0,1,0,0,2,2,0,0,0,0,0,0,0,0,5,4,0,0,0,1
La Paz,Pacajes,Corocoro,ANCO AQUE CENTRO,27,0,6,0,5,15,1,0,3,0,0,3,0,0,0,27,15,0,0,0,12
La Paz,Pacajes,Corocoro,ALTO VILAQUE,31,0,0,1,0,28,1,1,1,1,0,0,0,0,0,31,2,0,0,0,29
La Paz,Pacajes,Corocoro,ANCOAQUE PRIMERO,50,0,0,0,3,33,14,0,0,0,0,0,0,0,0,50,16,0,0,0,34
La Paz,Pacajes,Corocoro,PRIMERO DE MAYO,24,0,0,0,0,20,4,0,0,0,0,0,0,0,0,24,1,1,2,0,20
La Paz,Pacajes,Corocoro,SANTIAGO SEGUNDO,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,2,0,0,0,18
La Paz,Pacajes,Corocoro,PAMPA GRANDE,22,0,0,0,1,19,1,1,0,0,0,0,0,0,0,22,0,0,1,0,21
La Paz,Pacajes,Corocoro,SANTIAGO PRIMERO,19,0,0,0,2,17,0,0,0,0,0,0,0,0,0,19,1,0,1,0,17
La Paz,Pacajes,Corocoro,ZONA IRICOLLO SAN MATEO,51,0,0,0,2,2,47,0,0,0,0,0,0,0,0,51,26,0,0,0,25
La Paz,Pacajes,Corocoro,ALTO CALACACHI,43,3,13,0,6,21,0,0,1,0,0,1,0,0,0,43,27,0,0,0,16
La Paz,Pacajes,Corocoro,HUALLATIRI,12,1,2,0,4,4,1,0,0,0,0,0,0,0,0,12,10,0,0,0,2
La Paz,Pacajes,Corocoro,VILAQUE,35,0,0,0,8,24,1,2,1,0,0,0,0,1,0,35,21,0,0,0,14
La Paz,Pacajes,Corocoro,VILLA FLORIDA CHOJÑOCO,21,0,3,0,0,17,0,1,0,0,0,0,0,0,0,21,12,0,0,0,9
La Paz,Pacajes,Corocoro,CENTRO QUILLOMA,54,11,4,0,31,4,3,1,5,0,1,4,0,0,0,54,32,0,0,0,22
La Paz,Pacajes,Corocoro,CENTRO SEWENCANI,20,5,2,0,0,12,1,0,2,0,1,1,0,0,0,20,13,0,0,0,7
La Paz,Pacajes,Corocoro,ROSASANI,27,0,5,0,4,16,2,0,1,0,0,1,0,0,0,27,22,0,0,0,5
La Paz,Pacajes,Corocoro,PHINA SALLATIJE,26,0,0,0,0,17,9,0,9,0,0,9,0,0,0,26,19,0,0,1,6
La Paz,Pacajes,Corocoro,PHINA LITORAL,33,0,0,0,14,18,1,0,15,0,0,15,0,0,0,33,29,0,0,0,4
La Paz,Pacajes,Corocoro,PHINA PALLINI,44,0,0,0,4,39,1,0,11,0,0,11,0,0,0,44,37,0,0,0,7
La Paz,Pacajes,Corocoro,MURUPILAR,38,15,13,0,1,8,0,1,2,0,1,1,0,0,0,38,23,0,1,2,12
La Paz,Pacajes,Corocoro,JIRAPHI ALTA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
La Paz,Pacajes,Corocoro,CHUCAPACA,27,4,0,0,3,17,3,0,7,0,0,7,0,0,0,27,19,0,0,0,8
La Paz,Pacajes,Corocoro,NAZACARA,17,0,0,0,0,0,17,0,1,0,0,1,0,0,0,17,0,0,0,0,17
La Paz,Pacajes,Corocoro,ARUNTAMAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Pacajes,Corocoro,CHIPANAMAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Pacajes,Corocoro,COLQUE ALTA,77,0,0,0,8,54,13,2,21,0,0,21,0,0,0,77,44,0,0,2,31
La Paz,Pacajes,Corocoro,JANKO AMAYA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
La Paz,Pacajes,Corocoro,ROMERUNI,19,0,0,0,3,16,0,0,5,0,0,5,0,0,0,19,9,0,0,0,10
La Paz,Pacajes,Corocoro,CUMPUCU,26,0,11,0,2,13,0,0,9,0,4,5,0,0,0,26,19,0,0,0,7
La Paz,Pacajes,Corocoro,LACAYA,34,0,0,0,1,10,23,0,9,0,0,9,0,0,0,34,26,0,0,0,8
La Paz,Pacajes,Corocoro,PHINA LLALLAGUA,36,0,0,0,1,29,6,0,11,0,3,8,0,0,0,36,26,0,0,0,10
La Paz,Pacajes,Corocoro,NAZACARA THOLAPATA,22,0,0,0,0,1,20,1,2,0,0,2,0,0,0,22,0,0,0,0,22
La Paz,Pacajes,Corocoro,COLLPA BELEN,30,0,0,0,4,12,14,0,2,0,0,2,0,0,0,30,13,0,0,0,17
La Paz,Pacajes,Corocoro,SILLAPACA,39,0,0,0,11,16,12,0,10,0,0,9,0,1,0,39,21,0,1,0,17
La Paz,Pacajes,Corocoro,ROMERHUMA,18,0,0,0,1,8,8,1,2,0,0,2,0,0,0,18,7,0,0,0,11
La Paz,Pacajes,Corocoro,TAREJRA,36,0,3,0,3,25,5,0,2,2,0,0,0,0,0,36,6,0,0,0,30
La Paz,Pacajes,Corocoro,GENERAL JOSE MANUEL PANDO,139,93,10,0,4,24,8,0,29,24,0,5,0,0,0,139,106,0,0,1,32
La Paz,Pacajes,Corocoro,SIRPA CHALLAPAMPA,25,2,0,0,4,19,0,0,9,1,0,8,0,0,0,25,9,0,1,0,15
La Paz,Pacajes,Caquiaviri,AYPA PARUYO,49,0,2,0,1,39,7,0,19,0,0,19,0,0,0,49,37,0,0,0,12
La Paz,Pacajes,Caquiaviri,COLQUE BAJA,39,4,0,0,0,22,6,7,16,0,0,16,0,0,0,39,1,0,0,0,38
La Paz,Pacajes,Caquiaviri,CONTORNO BAJO,51,1,0,0,0,17,32,1,20,0,0,20,0,0,0,51,4,0,0,0,47
La Paz,Pacajes,Caquiaviri,JIRAPI TUNISCOTA,38,0,0,0,10,17,9,2,10,0,2,8,0,0,0,38,0,0,0,0,38
La Paz,Pacajes,Caquiaviri,KALLA CENTRO,72,1,0,0,4,49,18,0,20,0,0,19,0,1,0,72,29,0,0,0,43
La Paz,Pacajes,Caquiaviri,KALLA LLALLAGUA,74,0,0,0,4,27,43,0,17,0,2,15,0,0,0,74,5,0,1,0,68
La Paz,Pacajes,Caquiaviri,KARHUMAYA,27,0,0,0,0,21,6,0,13,0,0,13,0,0,0,27,25,0,0,0,2
La Paz,Pacajes,Caquiaviri,LAURA JAYUMA,31,0,0,0,0,22,9,0,8,0,0,8,0,0,0,31,21,0,0,0,10
La Paz,Pacajes,Caquiaviri,LLIMPHI AJAWIRI UMA,15,0,0,0,3,9,3,0,0,0,0,0,0,0,0,15,14,0,0,0,1
La Paz,Pacajes,Caquiaviri,LLIMPHI CHARCATA,65,0,0,0,2,39,15,9,1,0,0,1,0,0,0,65,47,0,0,0,18
La Paz,Pacajes,Caquiaviri,CAQUIAVIRI,308,210,38,0,12,33,13,2,73,2,15,56,0,0,0,308,196,0,0,0,112
La Paz,Pacajes,Caquiaviri,AYPA CHULLUNKHAYANI,16,16,0,0,0,0,0,0,9,0,0,9,0,0,0,16,6,0,0,0,10
La Paz,Pacajes,Caquiaviri,CONTORNO ARRIBA,19,0,0,0,2,12,4,1,1,0,0,1,0,0,0,19,2,0,1,1,15
La Paz,Pacajes,Caquiaviri,EJRA,19,0,0,0,3,14,1,1,6,0,0,6,0,0,0,19,18,0,0,0,1
La Paz,Pacajes,Caquiaviri,HUARACA,13,0,0,0,3,6,3,1,2,0,0,2,0,0,0,13,7,0,0,0,6
La Paz,Pacajes,Caquiaviri,KJARI ALTA,34,0,0,0,1,16,17,0,17,0,0,17,0,0,0,34,29,0,0,0,5
La Paz,Pacajes,Caquiaviri,KJARI BAJA,24,0,0,0,6,10,8,0,12,0,0,12,0,0,0,24,23,0,0,0,1
La Paz,Pacajes,Caquiaviri,LLIMPHI JUQUIRA,15,0,0,0,0,14,1,0,0,0,0,0,0,0,0,15,9,0,0,0,6
