departamento,Provincia,Municipio,ciudad_comunidad,techo_teja
Santa Cruz,Andrés Ibáñez,El Torno,CAÑON SAN PEDRO,4
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA EL TIGRE,21
Santa Cruz,Andrés Ibáñez,El Torno,JARDIN DE LAS DELICIAS,5
Santa Cruz,Andrés Ibáñez,El Torno,FORESTAL PLAYON,30
Santa Cruz,Andrés Ibáñez,El Torno,LA FORESTAL,30
Santa Cruz,Andrés Ibáñez,El Torno,LAS TACUARAS,10
Santa Cruz,Andrés Ibáñez,El Torno,VILLA PARAIZO,5
Santa Cruz,Andrés Ibáñez,El Torno,LA LIRA,2
Santa Cruz,Andrés Ibáñez,El Torno,SAN ANTONIO,1
Santa Cruz,Andrés Ibáñez,El Torno,LOS LIMOS,22
Santa Cruz,Andrés Ibáñez,El Torno,CAFETAL MONTE VERDE,15
Santa Cruz,Andrés Ibáñez,El Torno,NUEVA ESPERANZA,32
Santa Cruz,Andrés Ibáñez,El Torno,NUEVO SURUTU,4
Santa Cruz,Andrés Ibáñez,El Torno,SAN MARTIN,0
Santa Cruz,Andrés Ibáñez,El Torno,SAN MATIAS DE LOMERIO,20
Santa Cruz,Andrés Ibáñez,El Torno,SAN PEDRO,17
Santa Cruz,Andrés Ibáñez,El Torno,ALTO VILLA BARRIENTOS,31
Santa Cruz,Andrés Ibáñez,El Torno,EL PACAY,19
Santa Cruz,Andrés Ibáñez,El Torno,BELEN,8
Santa Cruz,Andrés Ibáñez,El Torno,EL TORNO,4613
Santa Cruz,Andrés Ibáñez,El Torno,LA ROJISA,9
Santa Cruz,Andrés Ibáñez,El Torno,ESPEJOS,71
Santa Cruz,Andrés Ibáñez,El Torno,JUNTA PIRAI,78
Santa Cruz,Andrés Ibáñez,El Torno,LA MELEA,25
Santa Cruz,Andrés Ibáñez,El Torno,LIMONES,3
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA ALVAREZ,5
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA LEON,66
Santa Cruz,Andrés Ibáñez,El Torno,SANTA MARTHA,350
Santa Cruz,Andrés Ibáñez,El Torno,SANTA RITA,629
Santa Cruz,Andrés Ibáñez,El Torno,TRES POZAS,10
Santa Cruz,Andrés Ibáñez,El Torno,VILLA BARRIENTOS,14
Santa Cruz,Andrés Ibáñez,El Torno,VILLA BARRIENTOS LITORAL,24
Santa Cruz,Andrés Ibáñez,El Torno,VILLA ESPERANZA 2DA FASE,9
Santa Cruz,Andrés Ibáñez,El Torno,VILLA ESPERANZA PRIMERA FASE,8
Santa Cruz,Andrés Ibáñez,El Torno,EL TUNEL,7
Santa Cruz,Andrés Ibáñez,El Torno,EL PORVENIR,5
Santa Cruz,Andrés Ibáñez,El Torno,OCOROSITO,5
Santa Cruz,Andrés Ibáñez,El Torno,CAÑADON NARANJILLOS,9
Santa Cruz,Andrés Ibáñez,El Torno,SAN AGUSTIN,11
Santa Cruz,Andrés Ibáñez,El Torno,CAÑADA DOS,53
Santa Cruz,Andrés Ibáñez,El Torno,EL GRINGO,5
Santa Cruz,Andrés Ibáñez,El Torno,CAÑON DE LA OLLA,3
Santa Cruz,Andrés Ibáñez,El Torno,LA ANGOSTURA,410
Santa Cruz,Andrés Ibáñez,El Torno,POZO LAGUNA,6
Santa Cruz,Andrés Ibáñez,El Torno,LA PLANCHADA,19
Santa Cruz,Andrés Ibáñez,El Torno,LAGUNILLAS,9
Santa Cruz,Andrés Ibáñez,El Torno,PASO DEL CHIVO,37
Santa Cruz,Andrés Ibáñez,El Torno,QUEBRADA DEL HORNO,23
Santa Cruz,Andrés Ibáñez,El Torno,SANTO CORAZON,35
Santa Cruz,Andrés Ibáñez,El Torno,SANTO ROSARIO,19
Santa Cruz,Andrés Ibáñez,El Torno,SEGUNDA LINEA,13
Santa Cruz,Andrés Ibáñez,El Torno,2 DE MAYO,12
Santa Cruz,Andrés Ibáñez,El Torno,RANCHO NUEVO,11
Santa Cruz,Andrés Ibáñez,El Torno,VILLA FLORIDA,61
Santa Cruz,Andrés Ibáñez,El Torno,VILLA SAN CARLOS,72
Santa Cruz,Andrés Ibáñez,El Torno,VILLA TUMAVI,57
Santa Cruz,Andrés Ibáñez,El Torno,GUARACAL,33
Santa Cruz,Andrés Ibáñez,El Torno,LA PALMIRA,10
Santa Cruz,Andrés Ibáñez,El Torno,LAGUNITAS,6
Santa Cruz,Andrés Ibáñez,El Torno,JOROCHITO,706
Santa Cruz,Andrés Ibáñez,El Torno,LOS AMARILLOS,15
Santa Cruz,Andrés Ibáñez,El Torno,LA FORTALEZA,3
Santa Cruz,Andrés Ibáñez,El Torno,LA ELVIRA,76
Santa Cruz,Andrés Ibáñez,El Torno,EL SALAO,31
Santa Cruz,Andrés Ibáñez,El Torno,PARABANOCITO,48
Santa Cruz,Andrés Ibáñez,El Torno,TARUMA,300
Santa Cruz,Andrés Ibáñez,El Torno,SAN LUIS,392
Santa Cruz,Andrés Ibáñez,El Torno,VALLECITO TACUAREMBO,30
Santa Cruz,Andrés Ibáñez,El Torno,BETANZOS,20
Santa Cruz,Andrés Ibáñez,El Torno,LIMONCITO,649
Santa Cruz,Andrés Ibáñez,El Torno,TIQUIPAYA,362
Santa Cruz,Warnes,Warnes,WARNES,13920
Santa Cruz,Warnes,Warnes,SAN JUAN DE LAS PARCELAS,12
Santa Cruz,Warnes,Warnes,CHANE RIVERO,31
Santa Cruz,Warnes,Warnes,CLARA SAUCE,17
Santa Cruz,Warnes,Warnes,VILLA EL CARMEN,101
Santa Cruz,Warnes,Warnes,LA ESPERANZA,38
Santa Cruz,Warnes,Warnes,LA HABRA,13
Santa Cruz,Warnes,Warnes,LOS CIERVOS,20
Santa Cruz,Warnes,Warnes,LOS OLIVOS,4
Santa Cruz,Warnes,Warnes,MANCHEGO,21
Santa Cruz,Warnes,Warnes,MONTE CRISTO,32
Santa Cruz,Warnes,Warnes,PAISAJE,7
Santa Cruz,Warnes,Warnes,POTRERO LARGO,28
Santa Cruz,Warnes,Warnes,RANCHO NUEVO,6
Santa Cruz,Warnes,Warnes,SAN MARINO,16
Santa Cruz,Warnes,Warnes,TAPERA,21
Santa Cruz,Warnes,Warnes,TUROBITO,81
Santa Cruz,Warnes,Warnes,VILLA BARRIENTOS,65
Santa Cruz,Warnes,Warnes,VILLA BELEN,15
Santa Cruz,Warnes,Warnes,AZUSAQUI,100
Santa Cruz,Warnes,Warnes,EL CARMEN DE AZUSAQUI,29
Santa Cruz,Warnes,Warnes,LA HABRITA,34
Santa Cruz,Warnes,Warnes,LAS BARRERAS,386
Santa Cruz,Warnes,Warnes,LAS BARRERAS (DISPERSO),1
Santa Cruz,Warnes,Warnes,CLARA CHUCHIO,170
Santa Cruz,Warnes,Warnes,MOTACU CHUCHIO,54
Santa Cruz,Warnes,Warnes,LAS GAMAS,96
Santa Cruz,Warnes,Warnes,BUENA ESPERANZA,21
Santa Cruz,Warnes,Warnes,BATAVIA,35
Santa Cruz,Warnes,Warnes,CANDELARIA,65
Santa Cruz,Warnes,Warnes,CHIMBOTE,31
Santa Cruz,Warnes,Warnes,BARRIAL,102
Santa Cruz,Warnes,Warnes,PARAISO,21
Santa Cruz,Warnes,Warnes,LA MARINA,23
Santa Cruz,Warnes,Warnes,LA FINCA,84
Santa Cruz,Warnes,Warnes,EL COPAIBO,10
Santa Cruz,Warnes,Warnes,EL FUTURO,12
Santa Cruz,Warnes,Warnes,LA VICTORIA,1
Santa Cruz,Warnes,Warnes,EL TAJIBO,182
Santa Cruz,Warnes,Warnes,LA REFORMA,63
Santa Cruz,Warnes,Warnes,LOS CHACOS,120
Santa Cruz,Warnes,Warnes,SANTA CECILIA,2
Santa Cruz,Warnes,Okinawa Uno,NUEVA ESPERANZA,35
Santa Cruz,Warnes,Okinawa Uno,EL CARMEN,12
Santa Cruz,Warnes,Okinawa Uno,EL RETIRO,11
Santa Cruz,Warnes,Okinawa Uno,PUERTO PEREZ,3
Santa Cruz,Warnes,Okinawa Uno,VALLE CHICO LOS LIMONES,14
Santa Cruz,Warnes,Okinawa Uno,JUNTA PAILON,4
Santa Cruz,Warnes,Okinawa Uno,LAS MERCEDES,2
Santa Cruz,Warnes,Okinawa Uno,OKINAWA 1,811
Santa Cruz,Warnes,Okinawa Uno,PUERTO NUEVO,34
Santa Cruz,Warnes,Okinawa Uno,RANCHO CHICO,10
Santa Cruz,Warnes,Okinawa Uno,LOS ANGELES,2
Santa Cruz,Warnes,Okinawa Uno,MONTE VERDE,35
Santa Cruz,Warnes,Okinawa Uno,NUEVA AURORA,30
Santa Cruz,Warnes,Okinawa Uno,OKINAWA UNO,81
Santa Cruz,Warnes,Okinawa Uno,SAN ANTONIO,7
Santa Cruz,Warnes,Okinawa Uno,SUMUQUE,2
Santa Cruz,Warnes,Okinawa Uno,VILLA REYES,17
Santa Cruz,Warnes,Okinawa Uno,NUEVO HORIZONTE,138
Santa Cruz,Warnes,Okinawa Uno,VIRGEN DE GUADALUPE,8
Santa Cruz,Warnes,Okinawa Uno,OKINAWA 3,59
Santa Cruz,Warnes,Okinawa Uno,SAN MIGUEL,48
Santa Cruz,Warnes,Okinawa Uno,SAN MIGUEL II,14
Santa Cruz,Velasco,San Ignacio de Velasco,SAN IGNACIO DE VELASCO,3946
Santa Cruz,Velasco,San Ignacio de Velasco,EL PROGRESO,0
Santa Cruz,Velasco,San Ignacio de Velasco,LAGUNA SANTA ROSA,18
Santa Cruz,Velasco,San Ignacio de Velasco,SAN IGNACIO DE VELASCO (DISPERSO),0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JUAN DE MACOÑO,5
Santa Cruz,Velasco,San Ignacio de Velasco,CARMEN DE RUIZ,27
Santa Cruz,Velasco,San Ignacio de Velasco,ARGELIA,31
Santa Cruz,Velasco,San Ignacio de Velasco,COCHABAMBITA,5
Santa Cruz,Velasco,San Ignacio de Velasco,ESPIRITU,43
Santa Cruz,Velasco,San Ignacio de Velasco,MERCEDES DE LAS MINAS,20
Santa Cruz,Velasco,San Ignacio de Velasco,PASIVIQUI,25
Santa Cruz,Velasco,San Ignacio de Velasco,16 DE AGOSTO,1
Santa Cruz,Velasco,San Ignacio de Velasco,MERCEDES SOLIZ,5
Santa Cruz,Velasco,San Ignacio de Velasco,CANDELARIA -ALTO PARAGUA,0
Santa Cruz,Velasco,San Ignacio de Velasco,CANDELARIA DE NOZA,25
Santa Cruz,Velasco,San Ignacio de Velasco,CARMENCITA,18
Santa Cruz,Velasco,San Ignacio de Velasco,COTOQUITA,5
Santa Cruz,Velasco,San Ignacio de Velasco,RECREO,13
Santa Cruz,Velasco,San Ignacio de Velasco,MARCO PORVENIR,5
Santa Cruz,Velasco,San Ignacio de Velasco,MARFIL,0
Santa Cruz,Velasco,San Ignacio de Velasco,MEDIO MONTE,33
Santa Cruz,Velasco,San Ignacio de Velasco,PISO FIRME,18
Santa Cruz,Velasco,San Ignacio de Velasco,PROVIDENCIA -ALTO PARAGUA,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO,23
Santa Cruz,Velasco,San Ignacio de Velasco,SAN MIGUELITO DE LA FRONTERA,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN BARTOLO DE LA FRONTERA,11
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JOSEMA,7
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JUAN BAUTISTA,14
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JUAN DE TANOMOÑA,4
Santa Cruz,Velasco,San Ignacio de Velasco,SAN LORENCITO DE LA FRONTERA,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN LUCAS,6
Santa Cruz,Velasco,San Ignacio de Velasco,SAN LUISITO,27
Santa Cruz,Velasco,San Ignacio de Velasco,SAN NICOLAS DE CERRITO,2
Santa Cruz,Velasco,San Ignacio de Velasco,SAN PABLO,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN PEDRO ALTA VISTA,15
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA TERESA DEL PATUJU,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN PEDRO DE LA FRONTERA,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN RAFAELITO DE SUTUNIQUIÑA,85
Santa Cruz,Velasco,San Ignacio de Velasco,CONSUELO,6
Santa Cruz,Velasco,San Ignacio de Velasco,SAN SIMON ALTO PARAGUA,3
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA MARTHA,1
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ANITA DE LA FRONTERA,4
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ROSA,1
Santa Cruz,Velasco,San Ignacio de Velasco,ASCENCION DEL CARMEN DE RUIZ,0
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ROSITA DEL CARMEN RUIZ,1
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA TERESA,32
Santa Cruz,Velasco,San Ignacio de Velasco,SAÑONAMA,18
Santa Cruz,Velasco,San Ignacio de Velasco,TOTAICITO,3
Santa Cruz,Velasco,San Ignacio de Velasco,PORVENIR,2
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO DE LA ENCONADA,7
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO DE PURUBI,4
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JAVIERITO,33
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JUANCITO,23
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JOAQUIN,1
Santa Cruz,Velasco,San Ignacio de Velasco,ASCENCION DE MACOÑO,0
Santa Cruz,Velasco,San Ignacio de Velasco,BUENA HORA,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN NICOLAS DEL CERRITO,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JUAQUIN DE LA PAZ,1
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA CATALINA,1
Santa Cruz,Velasco,San Ignacio de Velasco,LAS CHACRAS,0
Santa Cruz,Velasco,San Ignacio de Velasco,MERCEDITA DE LA FRONTERA,0
Santa Cruz,Velasco,San Ignacio de Velasco,RIO JORDAN,5
Santa Cruz,Velasco,San Ignacio de Velasco,AGROECOLOGICA MONTERO,0
Santa Cruz,Velasco,San Ignacio de Velasco,BELLA VISTA,3
Santa Cruz,Velasco,San Ignacio de Velasco,BOLIVAR PAPAYO,0
Santa Cruz,Velasco,San Ignacio de Velasco,CARMENCITA DEL ALTO PARAGUA,2
Santa Cruz,Velasco,San Ignacio de Velasco,CHIRIMOYAS,0
Santa Cruz,Velasco,San Ignacio de Velasco,ESPERANCITA DE LA FRONTERA,3
Santa Cruz,Velasco,San Ignacio de Velasco,FATIMA PARAISO,17
Santa Cruz,Velasco,San Ignacio de Velasco,FLORIDA,6
Santa Cruz,Velasco,San Ignacio de Velasco,LA ROCA,0
Santa Cruz,Velasco,San Ignacio de Velasco,MARIA ASUNTA,1
Santa Cruz,Velasco,San Ignacio de Velasco,MONTE ALTO,0
Santa Cruz,Velasco,San Ignacio de Velasco,MOTACUSITO,0
Santa Cruz,Velasco,San Ignacio de Velasco,NUEVA ESPERANZA,1
Santa Cruz,Velasco,San Ignacio de Velasco,PAILITA ALTO PARAGUA,0
Santa Cruz,Velasco,San Ignacio de Velasco,PALMARITO ALTO PARAGUA,1
Santa Cruz,Velasco,San Ignacio de Velasco,PEÑAS ALTAS,1
Santa Cruz,Velasco,San Ignacio de Velasco,RENACER,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO DE PAILITA,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO DE SANTA ROSA,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN ANTONIO DEL CERRO,27
Santa Cruz,Velasco,San Ignacio de Velasco,SAN FERMIN,16
Santa Cruz,Velasco,San Ignacio de Velasco,SAN FRANCISCO,17
Santa Cruz,Velasco,San Ignacio de Velasco,SAN FRANCISCO DE GUARRIO,19
Santa Cruz,Velasco,San Ignacio de Velasco,SAN IGNACIO DE COYU,2
Santa Cruz,Velasco,San Ignacio de Velasco,SAN IGNACITO DE COLORADO,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JORGE DE LOS TANTALIOS,15
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JOSECITO DEL SARI,4
Santa Cruz,Velasco,San Ignacio de Velasco,SAN MARTIN,82
Santa Cruz,Velasco,San Ignacio de Velasco,SAN MIGUELITO,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN VALENTIN,4
Santa Cruz,Velasco,San Ignacio de Velasco,SAN VICENTE DE LA FRONTERA,41
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA CLARA DE LA ESTRELLA,14
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ISABEL DEL BI,9
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA MARIA,9
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ROSA DE ROCA,46
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA TERESA DE GUAPACITO,10
Santa Cruz,Velasco,San Ignacio de Velasco,TACUARAL ALTO PARAGUA,1
Santa Cruz,Velasco,San Ignacio de Velasco,CAÑADA LA ROCA,1
Santa Cruz,Velasco,San Ignacio de Velasco,ESTANCUAS GANADERAS,12
Santa Cruz,Velasco,San Ignacio de Velasco,CANDELARIA,0
Santa Cruz,Velasco,San Ignacio de Velasco,CANDELARIA II,0
Santa Cruz,Velasco,San Ignacio de Velasco,ASCENCION DE SANTA ROSITA,31
Santa Cruz,Velasco,San Ignacio de Velasco,LA ENCRUCIJADA DE BELEN,3
Santa Cruz,Velasco,San Ignacio de Velasco,SAN LORENZITO EL TERE,0
Santa Cruz,Velasco,San Ignacio de Velasco,SAN RAFAELITO DE SUPONEMA,5
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ANA,120
Santa Cruz,Velasco,San Ignacio de Velasco,MONTE CARLO,18
Santa Cruz,Velasco,San Ignacio de Velasco,SANTA ROSA DE LAS MINAS,5
Santa Cruz,Velasco,San Ignacio de Velasco,TIRARI,5
Santa Cruz,Velasco,San Ignacio de Velasco,BUENA VISTA,10
Santa Cruz,Velasco,San Ignacio de Velasco,GUADALUPE,6
Santa Cruz,Velasco,San Ignacio de Velasco,LOS ANGELES,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN JOSE DE LA EMBOCADA,0
Santa Cruz,Velasco,San Ignacio de Velasco,TIERRA FIRME,0
Santa Cruz,Velasco,San Ignacio de Velasco,TIERRA HERMOSA,0
Santa Cruz,Velasco,San Ignacio de Velasco,VALLE HERMOSO,1
Santa Cruz,Velasco,San Ignacio de Velasco,VILLA SAN MIGUEL,0
Santa Cruz,Velasco,San Ignacio de Velasco,VILLA SANTA ANA,0
Santa Cruz,Velasco,San Ignacio de Velasco,VILLA SANTA ROSA,20
Santa Cruz,Velasco,San Ignacio de Velasco,CRUZ DE SOLIZ,10
Santa Cruz,Velasco,San Ignacio de Velasco,FATIMA SAN PABLO,1
Santa Cruz,Velasco,San Ignacio de Velasco,PRIMAVERA,0
Santa Cruz,Velasco,San Ignacio de Velasco,VILLA NUEVA PARAISO,1
Santa Cruz,Velasco,San Ignacio de Velasco,VILLA NUEVA,1
Santa Cruz,Velasco,San Ignacio de Velasco,SAN RAFAELITO,2
Santa Cruz,Velasco,San Ignacio de Velasco,NUEVA JERUSALEN,1
Santa Cruz,Velasco,San Ignacio de Velasco,AGROFORESTAL EL ROSARIO,0
Santa Cruz,Velasco,San Ignacio de Velasco,TAJIBO SANTA RITA,5
Santa Cruz,Velasco,San Ignacio de Velasco,15 DE AGOSTO,7
Santa Cruz,Velasco,San Miguel de Velasco,CAMPO ALEGRE,13
Santa Cruz,Velasco,San Miguel de Velasco,ALTAMIRA,9
Santa Cruz,Velasco,San Miguel de Velasco,GUAPOMOCITO,21
Santa Cruz,Velasco,San Miguel de Velasco,CORRALITO GUARRIO,10
Santa Cruz,Velasco,San Miguel de Velasco,COTOCA,24
Santa Cruz,Velasco,San Miguel de Velasco,CRUZ ANCHA,4
Santa Cruz,Velasco,San Miguel de Velasco,CRUZ DEL TACOIGO,13
Santa Cruz,Velasco,San Miguel de Velasco,SAN LUISITO DE LIMA,11
Santa Cruz,Velasco,San Miguel de Velasco,SAN PEDRITO DE LOS OLIVOS,0
Santa Cruz,Velasco,San Miguel de Velasco,SANTA ROSITA,10
Santa Cruz,Velasco,San Miguel de Velasco,VILLA CRUZ,64
Santa Cruz,Velasco,San Miguel de Velasco,POTRERO AGUILAR,32
Santa Cruz,Velasco,San Miguel de Velasco,SAN ANDRES,13
Santa Cruz,Velasco,San Miguel de Velasco,SAN ANTONIO DE LOS TAJIBOS,14
Santa Cruz,Velasco,San Miguel de Velasco,SAN ANTONIO DE TACOO,15
Santa Cruz,Velasco,San Miguel de Velasco,SAN CARLOS,9
Santa Cruz,Velasco,San Miguel de Velasco,SAN CARLOS DE SAPOCO,2
Santa Cruz,Velasco,San Miguel de Velasco,SAN FRANCISCO DE LIMA,15
Santa Cruz,Velasco,San Miguel de Velasco,LAS CASITAS,1
Santa Cruz,Velasco,San Miguel de Velasco,AGUA AZUL,0
Santa Cruz,Velasco,San Miguel de Velasco,SAN MANUEL DE CUARRIO,9
Santa Cruz,Velasco,San Miguel de Velasco,URUBAMBA,1
Santa Cruz,Velasco,San Miguel de Velasco,SAN PEDRO DE CAPACHO,1
Santa Cruz,Velasco,San Miguel de Velasco,SAN RAFAELITO,0
Santa Cruz,Velasco,San Miguel de Velasco,SAN VALENTIN,0
Santa Cruz,Velasco,San Miguel de Velasco,SANTA ANITA,2
Santa Cruz,Velasco,San Miguel de Velasco,SANTA BARBARA,5
Santa Cruz,Velasco,San Miguel de Velasco,SANTA TERESITA DE LOS SUJALES,4
Santa Cruz,Velasco,San Miguel de Velasco,VIRGEN DE ROSARIO,5
Santa Cruz,Velasco,San Miguel de Velasco,POTRERO SAN PABLO,6
Santa Cruz,Velasco,San Miguel de Velasco,SAN JUAN DE LOMERIO,62
Santa Cruz,Velasco,San Miguel de Velasco,SAN PEDRO DEL CERRITO,10
Santa Cruz,Velasco,San Miguel de Velasco,SAN JOSE DE CORRALITO,14
Santa Cruz,Velasco,San Miguel de Velasco,MONTE CRISTO,1
Santa Cruz,Velasco,San Miguel de Velasco,CRUZ DEL SUR,7
Santa Cruz,Velasco,San Miguel de Velasco,LAS BARRERAS,9
Santa Cruz,Velasco,San Miguel de Velasco,SANTA RITA DE LOS QUEMAU,1
Santa Cruz,Velasco,San Miguel de Velasco,SAN SILVESTRE,0
Santa Cruz,Velasco,San Miguel de Velasco,SAN VALENTIN II,1
Santa Cruz,Velasco,San Miguel de Velasco,SAN PEDRO DE SAPOCO,52
Santa Cruz,Velasco,San Miguel de Velasco,SAN FERMIN,18
Santa Cruz,Velasco,San Miguel de Velasco,SAN JAVIER DE CUCHISITO,2
Santa Cruz,Velasco,San Miguel de Velasco,AGROFORESTAL 24 DE MARZO,0
Santa Cruz,Velasco,San Miguel de Velasco,LA SEÑORA,3
Santa Cruz,Velasco,San Miguel de Velasco,RAMADA QUEMADA,7
Santa Cruz,Velasco,San Miguel de Velasco,LA ESPERANCITA,0
Santa Cruz,Velasco,San Miguel de Velasco,JESUS DEL GRAN PODER,0
Santa Cruz,Velasco,San Miguel de Velasco,LA BANDA,7
Santa Cruz,Velasco,San Miguel de Velasco,SANTA ISABEL DE BI,3
Santa Cruz,Velasco,San Miguel de Velasco,AGRO GANADERO ISRAEL,2
Santa Cruz,Velasco,San Miguel de Velasco,SAN MIGUEL,1087
Santa Cruz,Velasco,San Miguel de Velasco,SANTA ROSITA DE LOMERIO,3
Santa Cruz,Velasco,San Rafael,MUCHA MIEL,9
Santa Cruz,Velasco,San Rafael,SAN LORENZOMA,6
Santa Cruz,Velasco,San Rafael,SAPOCO,3
Santa Cruz,Velasco,San Rafael,SAN RAFAEL,380
Santa Cruz,Velasco,San Rafael,SANTA TERESITA DE SURUTU,0
Santa Cruz,Velasco,San Rafael,VILLA SAN JUAN,1
Santa Cruz,Velasco,San Rafael,EL TUNA,27
Santa Cruz,Velasco,San Rafael,MIRAFLORES,13
Santa Cruz,Velasco,San Rafael,SAN JOSEMA,7
Santa Cruz,Velasco,San Rafael,SAN JOSESITO,9
Santa Cruz,Velasco,San Rafael,SAN PABLO,2
Santa Cruz,Velasco,San Rafael,SANTA ROSITA DE LIMA,1
Santa Cruz,Velasco,San Rafael,VILLA FATIMA,7
Santa Cruz,Velasco,San Rafael,CRUZ DEL NORTE,17
Santa Cruz,Velasco,San Rafael,ESTANCIA TRIUNFO,2
Santa Cruz,Velasco,San Rafael,SAN NICOLAS,0
Santa Cruz,Velasco,San Rafael,CAÑON VERDE,7
Santa Cruz,Velasco,San Rafael,SAN FERMIN,7
Santa Cruz,Velasco,San Rafael,SANTA ISABEL,16
Santa Cruz,Velasco,San Rafael,LA COLORADA,1
Santa Cruz,Velasco,San Rafael,SAN NICOLAS,1
Santa Cruz,Ichilo,Buena Vista,6 DE AGOSTO,0
Santa Cruz,Ichilo,Buena Vista,AGUAS BLANCAS PARAISO,0
Santa Cruz,Ichilo,Buena Vista,LA ARBOLEDA,115
Santa Cruz,Ichilo,Buena Vista,BUENA VISTA,654
Santa Cruz,Ichilo,Buena Vista,AGUAS CALIENTES,8
Santa Cruz,Ichilo,Buena Vista,CANDELARIA,14
Santa Cruz,Ichilo,Buena Vista,CARANDA,73
Santa Cruz,Ichilo,Buena Vista,LAS FLORES,15
Santa Cruz,Ichilo,Buena Vista,SANTA ROSA DE AMBORO,19
Santa Cruz,Ichilo,Buena Vista,HUAYTU,168
Santa Cruz,Ichilo,Buena Vista,SAN JUAN DE SAGUAYO,0
Santa Cruz,Ichilo,Buena Vista,LAS DELICIAS MADREJON,11
Santa Cruz,Ichilo,Buena Vista,POZO AZUL,2
Santa Cruz,Ichilo,Buena Vista,EL CARMEN,1
Santa Cruz,Ichilo,Buena Vista,SAN PEDRO DE PALILLO,1
Santa Cruz,Ichilo,Buena Vista,ISAMA I,0
Santa Cruz,Ichilo,Buena Vista,ISAMA II,2
Santa Cruz,Ichilo,Buena Vista,POTRERO SAN RAFAEL,12
Santa Cruz,Ichilo,Buena Vista,SANTA BARBARA,18
Santa Cruz,Ichilo,Buena Vista,VILLA AMBORO,2
Santa Cruz,Ichilo,Buena Vista,VIRGEN DEL CARMEN,11
Santa Cruz,Ichilo,Buena Vista,RIO COLORADO,0
Santa Cruz,Ichilo,Buena Vista,LA ENVIDIA,0
Santa Cruz,Ichilo,Buena Vista,ESPEJITOS,47
Santa Cruz,Ichilo,Buena Vista,AGUAS BLANCAS AMBORO,0
Santa Cruz,Ichilo,Buena Vista,BELLA UNION,0
Santa Cruz,Ichilo,Buena Vista,EL PARAISO,8
Santa Cruz,Ichilo,Buena Vista,POTRERITO,8
Santa Cruz,Ichilo,Buena Vista,RECOMPENSA,0
Santa Cruz,Ichilo,Buena Vista,SAN ISIDRO,69
Santa Cruz,Ichilo,Buena Vista,SAN JAVIER,19
Santa Cruz,Ichilo,Buena Vista,VILLA AQUILES,5
Santa Cruz,Ichilo,Buena Vista,BUENA VISTA (DISPERSO),81
Santa Cruz,Ichilo,Buena Vista,LOS PALACIOS,22
Santa Cruz,Ichilo,San Carlos,2 DE AGOSTO,9
Santa Cruz,Ichilo,San Carlos,BUEN RETIRO,209
Santa Cruz,Ichilo,San Carlos,VILLA ANTOFAGASTA,62
Santa Cruz,Ichilo,San Carlos,EL CERCADO,25
Santa Cruz,Ichilo,San Carlos,EL PILAR,13
Santa Cruz,Ichilo,San Carlos,LA LIDIA,6
Santa Cruz,Ichilo,San Carlos,ESTACION BUEN RETIRO,17
