departamento,Provincia,Municipio,ciudad_comunidad,techo_teja
La Paz,Caranavi,Alto Beni,SEGUNDA PORVENIR A,0
La Paz,Caranavi,Alto Beni,SAN MIGUEL PIQUENDO,0
La Paz,Caranavi,Alto Beni,LAS PIEDRAS,0
La Paz,Caranavi,Alto Beni,FLOR DE MAYO,0
La Paz,Caranavi,Alto Beni,HUERTO GRANDE,0
La Paz,Caranavi,Alto Beni,SAN JAVIER,0
La Paz,Caranavi,Alto Beni,EL CHORO,0
La Paz,Caranavi,Alto Beni,ALTO PAJONAL EL CEBU,0
La Paz,Caranavi,Alto Beni,PLAYA PRIMERA,0
La Paz,Caranavi,Alto Beni,SIETE  MACHOS,0
La Paz,Caranavi,Alto Beni,BRECHA T,0
La Paz,Caranavi,Alto Beni,SARARIA,0
La Paz,Caranavi,Alto Beni,UNION SUAPI,0
La Paz,Caranavi,Alto Beni,ANTOFAGASTA,0
La Paz,Caranavi,Alto Beni,CALAMA,0
La Paz,Caranavi,Alto Beni,AGROECOLOGICA SAIRANI,0
La Paz,Caranavi,Alto Beni,NUEVO SUAPI KILOMETRO 73,0
La Paz,Caranavi,Alto Beni,LAS LOMAS,0
La Paz,Caranavi,Alto Beni,NUEVA EXALTACION,0
La Paz,Caranavi,Alto Beni,AGROECOLOGICA EL PARAISO,0
La Paz,Caranavi,Alto Beni,12 DE ABRIL,0
La Paz,Caranavi,Alto Beni,24 DE AGOSTO,0
La Paz,Caranavi,Alto Beni,25 DE OCTUBRE SUAPI NORTE,0
La Paz,Caranavi,Alto Beni,8 DE ENERO,0
La Paz,Caranavi,Alto Beni,AGRARIA 22 DE JULIO,0
La Paz,Caranavi,Alto Beni,ALTO VILLA PRADO,0
La Paz,Caranavi,Alto Beni,EL ASTILLERO,0
La Paz,Caranavi,Alto Beni,EL RINCONCITO,0
La Paz,Caranavi,Alto Beni,HUANCANE,0
La Paz,Caranavi,Alto Beni,LAS DELICIAS,0
La Paz,Caranavi,Alto Beni,NUEVO AMANECER CAMACHO,0
La Paz,Caranavi,Alto Beni,NUEVO MUNDO,0
La Paz,Caranavi,Alto Beni,SAN JUAN CHAMELO,0
La Paz,Caranavi,Alto Beni,SANTA CECILIA,0
La Paz,Caranavi,Alto Beni,SUAPI KILOMETRO 73,0
La Paz,Caranavi,Alto Beni,TRIUNFO,0
La Paz,Caranavi,Alto Beni,PARAISO,0
La Paz,Caranavi,Alto Beni,VILLA COLQUE ALTA,0
La Paz,Caranavi,Alto Beni,VILLA MONTES,0
La Paz,Caranavi,Alto Beni,VILLA PARAISO,0
La Paz,Caranavi,Alto Beni,VILLA PRADO,2
La Paz,Caranavi,Alto Beni,LAS PALMERAS,0
La Paz,Caranavi,Alto Beni,NUEVA RENACER,0
La Paz,Caranavi,Alto Beni,CENAPROL,0
La Paz,Caranavi,Alto Beni,SAN PEDRO DE CONDO,0
La Paz,Caranavi,Alto Beni,ILLAMPU,0
La Paz,Caranavi,Alto Beni,PRIMERO DE AGOSTO,0
La Paz,Caranavi,Alto Beni,VILLA EL PORVENIR,3
La Paz,Caranavi,Alto Beni,6 DE AGOSTO,0
La Paz,Caranavi,Alto Beni,VILLA CHAULLANI,0
La Paz,Caranavi,Alto Beni,CAYACAYANI,0
La Paz,Caranavi,Alto Beni,YAPACANI,0
La Paz,Caranavi,Alto Beni,CALAMARCA,0
La Paz,Caranavi,Alto Beni,ILLIMANI,0
La Paz,Caranavi,Alto Beni,PILLCO,0
La Paz,Caranavi,Alto Beni,ROSASANI,0
Cochabamba,Total,Total,Total,156540
Cochabamba,Cercado,Cochabamba,COCHABAMBA,50888
Cochabamba,Campero,Aiquile,CHAWAR MAYU,17
Cochabamba,Campero,Aiquile,CHILLIJCHI,7
Cochabamba,Campero,Aiquile,CHIUTARA,4
Cochabamba,Campero,Aiquile,PABELLON,8
Cochabamba,Campero,Aiquile,CONCEPCION,8
Cochabamba,Campero,Aiquile,JARCA MAYU,2
Cochabamba,Campero,Aiquile,CATARIRI,3
Cochabamba,Campero,Aiquile,LEUQUE,7
Cochabamba,Campero,Aiquile,NOVILLERO,108
Cochabamba,Campero,Aiquile,OLOY,31
Cochabamba,Campero,Aiquile,PUCARA,6
Cochabamba,Campero,Aiquile,SAN JUAN,31
Cochabamba,Campero,Aiquile,DURAZNAL,2
Cochabamba,Campero,Aiquile,HIO,16
Cochabamba,Campero,Aiquile,LITUS PAMPA,3
Cochabamba,Campero,Aiquile,MIRAFLORES,22
Cochabamba,Campero,Aiquile,SALANCACHI,5
Cochabamba,Campero,Aiquile,TABLA MAYU,18
Cochabamba,Campero,Aiquile,TARKO PAMPA,0
Cochabamba,Campero,Aiquile,TENERIA,12
Cochabamba,Campero,Aiquile,THAJHO THAJHO CHICO,27
Cochabamba,Campero,Aiquile,TIPAPAMPA,65
Cochabamba,Campero,Aiquile,AIQUILE,869
Cochabamba,Campero,Aiquile,CHAQUIMAYU,19
Cochabamba,Campero,Aiquile,RUMI CORRAL KASA,8
Cochabamba,Campero,Aiquile,AYMURO,0
Cochabamba,Campero,Aiquile,CALAMINA,25
Cochabamba,Campero,Aiquile,CAÑADA,19
Cochabamba,Campero,Aiquile,CERCADO,19
Cochabamba,Campero,Aiquile,CHAGO KASA,42
Cochabamba,Campero,Aiquile,COMUN PAMPA,18
Cochabamba,Campero,Aiquile,GUARAYOS,0
Cochabamba,Campero,Aiquile,GUAYAPURIO,1
Cochabamba,Campero,Aiquile,KACHA KACHAS,23
Cochabamba,Campero,Aiquile,KJOCHIPAMPA,15
Cochabamba,Campero,Aiquile,LORO MAYU,18
Cochabamba,Campero,Aiquile,MARQUILLA,43
Cochabamba,Campero,Aiquile,MESARANCHO,29
Cochabamba,Campero,Aiquile,NEGRO PUJYO,20
Cochabamba,Campero,Aiquile,PAMPAS,33
Cochabamba,Campero,Aiquile,PANAMA,13
Cochabamba,Campero,Aiquile,PUCA PUCA,39
Cochabamba,Campero,Aiquile,RUMI CANCHA,33
Cochabamba,Campero,Aiquile,SAN PEDRO,14
Cochabamba,Campero,Aiquile,SAN SILVESTRE,0
Cochabamba,Campero,Aiquile,SANTA ANA,38
Cochabamba,Campero,Aiquile,CHUJLLAS,5
Cochabamba,Campero,Aiquile,TIPAJARA,30
Cochabamba,Campero,Aiquile,VISCACHANI,3
Cochabamba,Campero,Aiquile,WARA WARA,51
Cochabamba,Campero,Aiquile,PUENTE PAMPA,16
Cochabamba,Campero,Aiquile,AGUA BLANCA,9
Cochabamba,Campero,Aiquile,CURADERO,5
Cochabamba,Campero,Aiquile,EJE PAMPA,0
Cochabamba,Campero,Aiquile,CHINGURI,98
Cochabamba,Campero,Aiquile,TAPERA,21
Cochabamba,Campero,Aiquile,KHOCHA PATA,24
Cochabamba,Campero,Aiquile,MATARAL,33
Cochabamba,Campero,Aiquile,QUIROGA,103
Cochabamba,Campero,Aiquile,CATARIRI,41
Cochabamba,Campero,Aiquile,EJE PAMPA,54
Cochabamba,Campero,Aiquile,ELVIRA,13
Cochabamba,Campero,Aiquile,SALTO CUCHO,0
Cochabamba,Campero,Aiquile,VURAC PAMPA,2
Cochabamba,Campero,Aiquile,JATUN PAMPA,0
Cochabamba,Campero,Aiquile,CHORRILLO THOCO,0
Cochabamba,Campero,Aiquile,YUTUNI CHICO,6
Cochabamba,Campero,Aiquile,SAN JUAN,2
Cochabamba,Campero,Aiquile,JATUN AYLLU  QUEWIÑAL SUYU CHUWI,22
Cochabamba,Campero,Aiquile,LAGUNITA,18
Cochabamba,Campero,Aiquile,ZAMORA,93
Cochabamba,Campero,Aiquile,SAN MARCOS,19
Cochabamba,Campero,Aiquile,YUTHUNI GRANDE,14
Cochabamba,Campero,Aiquile,LAIME,10
Cochabamba,Campero,Aiquile,NOVILLERO,1
Cochabamba,Campero,Aiquile,CAÑADA LARGA,0
Cochabamba,Campero,Aiquile,RUMI CORRAL,9
Cochabamba,Campero,Aiquile,AGUADA GRANDE,5
Cochabamba,Campero,Aiquile,EJE PAMPA,23
Cochabamba,Campero,Aiquile,CALLEJONES B,14
Cochabamba,Campero,Aiquile,HIGOS PAMPA,34
Cochabamba,Campero,Aiquile,MAIZA,9
Cochabamba,Campero,Aiquile,MAIZA LAGUNA,6
Cochabamba,Campero,Aiquile,PIRUA PIRUA,27
Cochabamba,Campero,Aiquile,SINDICATO URA PIURAS,6
Cochabamba,Campero,Aiquile,TAKO LAGUNA,1
Cochabamba,Campero,Aiquile,VILLA GRANADO,124
Cochabamba,Campero,Aiquile,CHAUPI LOMA,3
Cochabamba,Campero,Aiquile,DURAZNAL,1
Cochabamba,Campero,Aiquile,LA SEJA,3
Cochabamba,Campero,Aiquile,LAGAR PAMPA,1
Cochabamba,Campero,Aiquile,TUNAS PAMPA,4
Cochabamba,Campero,Aiquile,LAGUNILLAS,7
Cochabamba,Campero,Aiquile,SIVINGANI,1
Cochabamba,Campero,Aiquile,TIRANTES,0
Cochabamba,Campero,Aiquile,TRES LAGUNAS,18
Cochabamba,Campero,Aiquile,CAJONES SOTOPUJLLO,3
Cochabamba,Campero,Aiquile,ESTANZUELAS TORRECILLAS,7
Cochabamba,Campero,Aiquile,THOLA MAYO,25
Cochabamba,Campero,Aiquile,CALLEJONES A,10
Cochabamba,Campero,Aiquile,MALVAS THAJO,8
Cochabamba,Campero,Aiquile,PUNILLA,7
Cochabamba,Campero,Aiquile,SAN ANTONIO,34
Cochabamba,Campero,Aiquile,SANTA MARIA,7
Cochabamba,Campero,Aiquile,MOLLE PAMPA,13
Cochabamba,Campero,Aiquile,BAÑADO,22
Cochabamba,Campero,Aiquile,LAJA AGUADA,1
Cochabamba,Campero,Aiquile,SINCHU MAYU,7
Cochabamba,Campero,Pasorapa,AGUADILLA,13
Cochabamba,Campero,Pasorapa,BAÑADO REDONDO,17
Cochabamba,Campero,Pasorapa,AMAYA,22
Cochabamba,Campero,Pasorapa,COLLPANA,2
Cochabamba,Campero,Pasorapa,ESPINAL,19
Cochabamba,Campero,Pasorapa,LA AGUADA,7
Cochabamba,Campero,Pasorapa,PAMPAS,23
Cochabamba,Campero,Pasorapa,PASORAPA,336
Cochabamba,Campero,Pasorapa,PASORAPILLA,2
Cochabamba,Campero,Pasorapa,QUINORI,29
Cochabamba,Campero,Pasorapa,SAIPINA ALTA,3
Cochabamba,Campero,Pasorapa,SANTIAGO,0
Cochabamba,Campero,Pasorapa,ALGAROBAL,1
Cochabamba,Campero,Pasorapa,RODEO,3
Cochabamba,Campero,Pasorapa,CONCHU LAGUNA,12
Cochabamba,Campero,Pasorapa,HABRA,3
Cochabamba,Campero,Pasorapa,TABACAL,25
Cochabamba,Campero,Pasorapa,PUCARA,1
Cochabamba,Campero,Pasorapa,YUNGA,9
Cochabamba,Campero,Pasorapa,PUKARILLO,1
Cochabamba,Campero,Pasorapa,SEIBAS,10
Cochabamba,Campero,Pasorapa,RODA PAMPA,6
Cochabamba,Campero,Pasorapa,THOLAR,4
Cochabamba,Campero,Pasorapa,SIVINGAL,1
Cochabamba,Campero,Pasorapa,TOYOTA ALTA,0
Cochabamba,Campero,Pasorapa,TOYOTA BAJA,11
Cochabamba,Campero,Pasorapa,TRIGALES,13
Cochabamba,Campero,Pasorapa,YAJO PAMPA,3
Cochabamba,Campero,Pasorapa,ZAPALLAR,5
Cochabamba,Campero,Pasorapa,HUASA ORCKO,2
Cochabamba,Campero,Pasorapa,ARRAYAN,1
Cochabamba,Campero,Pasorapa,LA PIEDRA,14
Cochabamba,Campero,Pasorapa,BUENA VISTA,25
Cochabamba,Campero,Pasorapa,CHAQUI LAGUNA,8
Cochabamba,Campero,Pasorapa,COLLPAS,23
Cochabamba,Campero,Pasorapa,CHILIJCHI,3
Cochabamba,Campero,Pasorapa,CHUJLLA PAMPA,3
Cochabamba,Campero,Pasorapa,HUERTA,0
Cochabamba,Campero,Pasorapa,PIEDRA,6
Cochabamba,Campero,Pasorapa,PUCARICITO,28
Cochabamba,Campero,Pasorapa,SAUSIS,5
Cochabamba,Campero,Pasorapa,BUEN RETIRO,0
Cochabamba,Campero,Pasorapa,LA OYADA,1
Cochabamba,Campero,Pasorapa,QUIÑALERA,0
Cochabamba,Campero,Pasorapa,MONTE GRANDE,33
Cochabamba,Campero,Pasorapa,PEÑA COLORADA,12
Cochabamba,Campero,Omereque,CHAFFRA CORRAL,27
Cochabamba,Campero,Omereque,TRANCA LAGUNA,5
Cochabamba,Campero,Omereque,ESMERALDA,53
Cochabamba,Campero,Omereque,JABONCILLO,17
Cochabamba,Campero,Omereque,LA VIÑA,45
Cochabamba,Campero,Omereque,OMEREQUE,166
Cochabamba,Campero,Omereque,SALADO KHASA,20
Cochabamba,Campero,Omereque,PALACIOS,10
Cochabamba,Campero,Omereque,PUCARA,52
Cochabamba,Campero,Omereque,JUZGADO,11
Cochabamba,Campero,Omereque,PEÑA COLORADA,95
Cochabamba,Campero,Omereque,SUB TARCO PAMPA,43
Cochabamba,Campero,Omereque,BISCOCHOS,8
Cochabamba,Campero,Omereque,PUCAY,3
Cochabamba,Campero,Omereque,TARCO PAMPA,40
Cochabamba,Campero,Omereque,CHARI CHARI,16
Cochabamba,Campero,Omereque,MATARAL,43
Cochabamba,Campero,Omereque,CURADERO,1
Cochabamba,Campero,Omereque,PAMPA GRANDE,9
Cochabamba,Campero,Omereque,HUANACUNI CHICO,11
Cochabamba,Campero,Omereque,HUANACUNI GRANDE,19
Cochabamba,Campero,Omereque,MATARAL,3
Cochabamba,Campero,Omereque,PEÑA COLORADA,79
Cochabamba,Campero,Omereque,PERERETA,16
Cochabamba,Campero,Omereque,SAN CARLOS,30
Cochabamba,Campero,Omereque,QUIROZ,3
Cochabamba,Campero,Omereque,CALERA,10
Cochabamba,Campero,Omereque,KIÑAL,11
Cochabamba,Ayopaya,Independencia,CANARI,0
Cochabamba,Ayopaya,Independencia,CALA CALANI,0
Cochabamba,Ayopaya,Independencia,CAVICAVINI,0
Cochabamba,Ayopaya,Independencia,CHARAWAYTU,0
Cochabamba,Ayopaya,Independencia,CHARAPAYA ALTO,0
Cochabamba,Ayopaya,Independencia,COLAYA,0
Cochabamba,Ayopaya,Independencia,ESTRELLANI,0
Cochabamba,Ayopaya,Independencia,INDEPENDENCIA,24
Cochabamba,Ayopaya,Independencia,JANKOMA,10
Cochabamba,Ayopaya,Independencia,SAPANANI,0
Cochabamba,Ayopaya,Independencia,MACHACA,0
Cochabamba,Ayopaya,Independencia,SANIPAYA,2
Cochabamba,Ayopaya,Independencia,TIQUIRPAYA,2
Cochabamba,Ayopaya,Independencia,CHIÑUSIVI,0
Cochabamba,Ayopaya,Independencia,HUMAPAMPA,0
Cochabamba,Ayopaya,Independencia,KUTI CHALLANI,0
Cochabamba,Ayopaya,Independencia,HUANU HUANUNI,0
Cochabamba,Ayopaya,Independencia,COLLAPAYA,0
Cochabamba,Ayopaya,Independencia,CHIVIÑA,0
Cochabamba,Ayopaya,Independencia,OKHOLLUNI,0
Cochabamba,Ayopaya,Independencia,CALAMONTON,0
Cochabamba,Ayopaya,Independencia,PAJCHANTI,0
Cochabamba,Ayopaya,Independencia,CHUÑAVI GRANDE,0
Cochabamba,Ayopaya,Independencia,CHUÑAVI CHICO,0
Cochabamba,Ayopaya,Independencia,CALATRANCA,0
Cochabamba,Ayopaya,Independencia,CORIMAYO,0
Cochabamba,Ayopaya,Independencia,HUANCARANI,0
Cochabamba,Ayopaya,Independencia,KASA PATA,0
Cochabamba,Ayopaya,Independencia,ALCANI,0
Cochabamba,Ayopaya,Independencia,MECARAYA,0
Cochabamba,Ayopaya,Independencia,PUTUPAMPA,0
Cochabamba,Ayopaya,Independencia,CERRO BLANCO,0
Cochabamba,Ayopaya,Independencia,VILLA PUCARA,1
Cochabamba,Ayopaya,Independencia,TRANCA,0
Cochabamba,Ayopaya,Independencia,ARAMANI NORTE,0
Cochabamba,Ayopaya,Independencia,HUAYLLAPAMPA,0
Cochabamba,Ayopaya,Independencia,ARAMANI SUR,0
Cochabamba,Ayopaya,Independencia,CHACOVILLQUE,0
Cochabamba,Ayopaya,Independencia,CHINTAYA,1
Cochabamba,Ayopaya,Independencia,CHOCOPAYA,0
Cochabamba,Ayopaya,Independencia,LIRIMANI,0
Cochabamba,Ayopaya,Independencia,MATARANI,0
Cochabamba,Ayopaya,Independencia,PILLUPAYA,0
Cochabamba,Ayopaya,Independencia,SISI CAIMANI,0
Cochabamba,Ayopaya,Independencia,SISI PALERMO,0
Cochabamba,Ayopaya,Independencia,SISI PARTE LIBRE,3
Cochabamba,Ayopaya,Independencia,CHARAPAYA,0
Cochabamba,Ayopaya,Independencia,HUALLIQUIANI,0
Cochabamba,Ayopaya,Independencia,MANZANANI,2
Cochabamba,Ayopaya,Independencia,TAYPICHORO,0
Cochabamba,Ayopaya,Independencia,CARHUANI,0
Cochabamba,Ayopaya,Independencia,ICHOLOMA,1
Cochabamba,Ayopaya,Independencia,LLAVESITA,0
Cochabamba,Ayopaya,Independencia,POCANCHE,0
Cochabamba,Ayopaya,Independencia,SIVINGANI,0
Cochabamba,Ayopaya,Independencia,TOCOHUASI,0
Cochabamba,Ayopaya,Independencia,SALVIANI,0
Cochabamba,Ayopaya,Independencia,HUAYCOMARCA,0
Cochabamba,Ayopaya,Independencia,SAYLAPATA,1
Cochabamba,Ayopaya,Independencia,CHULLPANI,2
Cochabamba,Ayopaya,Independencia,ÑUÑUMAYANI,0
Cochabamba,Ayopaya,Independencia,QHOCHI PAMPA,0
Cochabamba,Ayopaya,Independencia,CALASINDRA,0
Cochabamba,Ayopaya,Independencia,USUNGANI,0
Cochabamba,Ayopaya,Independencia,SISI KONIRI,0
Cochabamba,Ayopaya,Independencia,CHAPIPAMPA,0
Cochabamba,Ayopaya,Independencia,QUIRIMBE,0
Cochabamba,Ayopaya,Independencia,CAPELLANA,0
Cochabamba,Ayopaya,Independencia,CHUSAGANI,0
Cochabamba,Ayopaya,Independencia,ULUPICANI,0
Cochabamba,Ayopaya,Independencia,ACHACANANI,0
Cochabamba,Ayopaya,Independencia,BUENA VISTA,0
Cochabamba,Ayopaya,Independencia,CHILLA MANI,0
Cochabamba,Ayopaya,Independencia,CHORO GRANDE,0
Cochabamba,Ayopaya,Independencia,CHUCHUHUANI,0
Cochabamba,Ayopaya,Independencia,CHULLAPAMPA,0
Cochabamba,Ayopaya,Independencia,CONDEPAMPA,1
Cochabamba,Ayopaya,Independencia,CONDORILLO,1
Cochabamba,Ayopaya,Independencia,COPURURO,0
Cochabamba,Ayopaya,Independencia,CUYUPAYA,0
Cochabamba,Ayopaya,Independencia,ERAPATA,4
Cochabamba,Ayopaya,Independencia,KUTI,0
Cochabamba,Ayopaya,Independencia,LARIMARKA,0
Cochabamba,Ayopaya,Independencia,LEQUE LEQUENI,0
Cochabamba,Ayopaya,Independencia,LINKU,0
Cochabamba,Ayopaya,Independencia,LOMAS POCANTE,0
Cochabamba,Ayopaya,Independencia,MURMUNTANI,0
Cochabamba,Ayopaya,Independencia,PINOMAYO,0
Cochabamba,Ayopaya,Independencia,PUJYUNI,0
Cochabamba,Ayopaya,Independencia,QUIRAYA,0
Cochabamba,Ayopaya,Independencia,RODEO,0
Cochabamba,Ayopaya,Independencia,ROSASANI,0
Cochabamba,Ayopaya,Independencia,SANTA ROSA,0
Cochabamba,Ayopaya,Independencia,SIKIMIRANI,0
Cochabamba,Ayopaya,Independencia,TAMIÑANI ALTO,0
Cochabamba,Ayopaya,Independencia,TAPAZA,0
Cochabamba,Ayopaya,Independencia,TAPAZA ALTO,0
Cochabamba,Ayopaya,Independencia,LERMA LLINQUITURO,0
Cochabamba,Ayopaya,Independencia,ICHULOMA SANTA ELENA,1
Cochabamba,Ayopaya,Independencia,TORORANI,0
Cochabamba,Ayopaya,Independencia,HUAYLLANI,0
Cochabamba,Ayopaya,Independencia,QHORA TOTORA,0
Cochabamba,Ayopaya,Independencia,HUAYLLUMA,0
Cochabamba,Ayopaya,Independencia,SISI CORONACION,0
Cochabamba,Ayopaya,Independencia,CANTUMARCA,1
Cochabamba,Ayopaya,Independencia,CONDOR CERCA,0
Cochabamba,Ayopaya,Independencia,KAMI,2
Cochabamba,Ayopaya,Independencia,CHIARAQUE,0
Cochabamba,Ayopaya,Independencia,KAMI,1
Cochabamba,Ayopaya,Independencia,KUMI MAQUITO,0
Cochabamba,Ayopaya,Independencia,PATIÑO ALTO,8
Cochabamba,Ayopaya,Independencia,VILLA HERMOSA,2
Cochabamba,Ayopaya,Independencia,CHUCHUATA,0
Cochabamba,Ayopaya,Independencia,KOCHIRAYA,0
Cochabamba,Ayopaya,Independencia,VILLUNI CHIRAQUE,0
Cochabamba,Ayopaya,Independencia,PATIÑO,0
Cochabamba,Ayopaya,Independencia,NUEVA BELEN,0
Cochabamba,Ayopaya,Independencia,ICOYA,0
Cochabamba,Ayopaya,Independencia,SANTA ROSA,0
Cochabamba,Ayopaya,Independencia,ANGOSTURA,0
Cochabamba,Ayopaya,Independencia,ASCASIVI ALTO,0
Cochabamba,Ayopaya,Independencia,ASCASIVI BAJO,0
Cochabamba,Ayopaya,Independencia,CALCHANI,3
Cochabamba,Ayopaya,Independencia,CHACUELA,0
Cochabamba,Ayopaya,Independencia,CHAMACOMA,0
Cochabamba,Ayopaya,Independencia,CHAIPISIRCA,0
Cochabamba,Ayopaya,Independencia,CHAUPISUYU,0
Cochabamba,Ayopaya,Independencia,COPAYA ALTO,0
Cochabamba,Ayopaya,Independencia,COPAYA,0
Cochabamba,Ayopaya,Independencia,MOYA PAMPA,0
Cochabamba,Ayopaya,Independencia,KARUMPAYA,0
Cochabamba,Ayopaya,Independencia,LLAJMA,7
Cochabamba,Ayopaya,Independencia,PALMA RANCHO,0
Cochabamba,Ayopaya,Independencia,PAPEL PAMPA,0
Cochabamba,Ayopaya,Independencia,PICHACANI,0
Cochabamba,Ayopaya,Independencia,SACAPAYA,0
Cochabamba,Ayopaya,Independencia,VILACOTA,0
Cochabamba,Ayopaya,Independencia,VILAYAQUE CHICO,0
Cochabamba,Ayopaya,Independencia,HIERBA BUENANI,0
Cochabamba,Ayopaya,Independencia,LOQUENA B,0
Cochabamba,Ayopaya,Independencia,VILAYAQUE,0
Cochabamba,Ayopaya,Independencia,COTANI,0
Cochabamba,Ayopaya,Independencia,COTACOTANI,0
Cochabamba,Ayopaya,Independencia,CAVINI,0
Cochabamba,Ayopaya,Independencia,CUESTA CUCHO A,6
Cochabamba,Ayopaya,Independencia,JACHA QOCHI,0
Cochabamba,Ayopaya,Independencia,LOQUEDA C,0
Cochabamba,Ayopaya,Independencia,ORATORARIA,0
Cochabamba,Ayopaya,Independencia,CHANACOMA ALTO,0
Cochabamba,Ayopaya,Morochata,CHIVI RANCHO,1
Cochabamba,Ayopaya,Morochata,PIUSILLA,17
Cochabamba,Ayopaya,Morochata,LACHIRAYA,0
Cochabamba,Ayopaya,Morochata,HIERBA BUENANI TICOPAYA CHICO,0
Cochabamba,Ayopaya,Morochata,PATA PARANGANI,0
Cochabamba,Ayopaya,Morochata,MOROCHATA,16
Cochabamba,Ayopaya,Morochata,ESTRELLANI,0
Cochabamba,Ayopaya,Morochata,SAN ISIDRO,31
Cochabamba,Ayopaya,Morochata,TORRENI,3
Cochabamba,Ayopaya,Morochata,LOCOLOCONI,0
Cochabamba,Ayopaya,Morochata,LINDE,0
Cochabamba,Ayopaya,Morochata,SAN MIGUEL,0
Cochabamba,Ayopaya,Morochata,PARTE LIBRE,0
Cochabamba,Ayopaya,Morochata,MONTE CANTO,0
Cochabamba,Ayopaya,Morochata,TOTORANI,1
Cochabamba,Ayopaya,Morochata,HUMAMARKA,0
Cochabamba,Ayopaya,Morochata,CHAUPISUYO,9
Cochabamba,Ayopaya,Morochata,LAGUNA,0
Cochabamba,Ayopaya,Morochata,PALMA RANCHO,1
Cochabamba,Ayopaya,Morochata,RETAMANI,0
Cochabamba,Ayopaya,Morochata,CHULLPAS,0
Cochabamba,Ayopaya,Morochata,URA PARANGANI,2
Cochabamba,Ayopaya,Morochata,MOJONTHOCO,1
Cochabamba,Ayopaya,Morochata,PATA MOROCHATA,0
Cochabamba,Ayopaya,Morochata,TUINI CHICO,1
Cochabamba,Ayopaya,Morochata,TOLDO MOGO,1
Cochabamba,Ayopaya,Morochata,TUINI GRANDE,0
Cochabamba,Ayopaya,Morochata,PALTA LOMA,2
Cochabamba,Ayopaya,Morochata,ANJUILUNI,0
Cochabamba,Ayopaya,Morochata,1RO DE ENERO,5
Cochabamba,Ayopaya,Morochata,COCHI PAMPA,2
Cochabamba,Ayopaya,Morochata,HIERBA BUENANI,1
Cochabamba,Ayopaya,Morochata,JINCHUPAYA,2
Cochabamba,Ayopaya,Morochata,MURMUNTANI,0
Cochabamba,Ayopaya,Morochata,SAUCE RANCHO,0
Cochabamba,Ayopaya,Morochata,LAMPAYA,0
Cochabamba,Ayopaya,Morochata,PUCARANI CHICO,0
Cochabamba,Ayopaya,Morochata,PUCARANI GRANDE,0
Cochabamba,Ayopaya,Morochata,LAGUNILLAS,0
Cochabamba,Ayopaya,Morochata,MARJ MARJU,0
Cochabamba,Ayopaya,Morochata,CHAUPI SUYO,0
Cochabamba,Ayopaya,Morochata,KIRI KIRI,0
Cochabamba,Ayopaya,Morochata,CORATA GRANDE,0
Cochabamba,Ayopaya,Morochata,PUNACACHI,0
Cochabamba,Ayopaya,Morochata,ATOJ HUACHA,0
Cochabamba,Ayopaya,Morochata,VILUYO,0
Cochabamba,Ayopaya,Morochata,MURMUNTANI,0
Cochabamba,Ayopaya,Morochata,UYUNI,0
Cochabamba,Ayopaya,Morochata,MOLLE PUNKU,0
Cochabamba,Ayopaya,Morochata,TARACOLLO,0
Cochabamba,Ayopaya,Morochata,YURAYA GRANDE,0
Cochabamba,Ayopaya,Morochata,YURAYA CHICO,0
Cochabamba,Ayopaya,Morochata,CHUÑAVI,0
Cochabamba,Ayopaya,Morochata,CORATA BAJO,0
Cochabamba,Ayopaya,Morochata,TORRENI ALTO,0
Cochabamba,Ayopaya,Morochata,CHULLPA KASA CHICO,0
Cochabamba,Ayopaya,Morochata,CHULLPA KASA GRANDE,0
Cochabamba,Ayopaya,Morochata,PUCARA GRANDE,0
Cochabamba,Ayopaya,Morochata,VILLA POTRERO,0
Cochabamba,Ayopaya,Morochata,WARMI HUAÑUSQUA,0
Cochabamba,Ayopaya,Morochata,IGLESIANI,0
Cochabamba,Ayopaya,Morochata,JATUN CIENEGA,0
Cochabamba,Ayopaya,Morochata,CONDORNASA,1
Cochabamba,Ayopaya,Morochata,COLLAP CHICO A,1
Cochabamba,Ayopaya,Morochata,COLLAP CHICO B,0
Cochabamba,Ayopaya,Morochata,VILLA COLLPA,0
Cochabamba,Ayopaya,Morochata,MACHACAMARCA,0
Cochabamba,Ayopaya,Morochata,ÑUSATA,0
Cochabamba,Ayopaya,Morochata,MOROCHATA,0
Cochabamba,Ayopaya,Morochata,TOTORA,0
Cochabamba,Ayopaya,Morochata,CHINCHIRI,1
Cochabamba,Ayopaya,Morochata,COMPAÑIA PAMPA,0
Cochabamba,Ayopaya,Morochata,PULPERAS,0
Cochabamba,Ayopaya,Morochata,TICOPAYA GRANDE,0
Cochabamba,Ayopaya,Morochata,HUERTAS,0
Cochabamba,Ayopaya,Morochata,YAYANI ALTO,1
Cochabamba,Ayopaya,Morochata,YAYANI BAJO,0
Cochabamba,Ayopaya,Cocapata,SAN JUAN,0
Cochabamba,Ayopaya,Cocapata,BAJO SAN JUAN,0
Cochabamba,Ayopaya,Cocapata,SANTO DOMINGO,0
Cochabamba,Ayopaya,Cocapata,ALTAMACHI,0
Cochabamba,Ayopaya,Cocapata,COCAPATA,1
Cochabamba,Ayopaya,Cocapata,ALTAMACHI WASA CUMBRA,0
Cochabamba,Ayopaya,Cocapata,ASANQUERI,0
