Departamento,Provincia,Municipio,Ciudad / Comunidad,pared_total,pared_ladrillo_cemento,pared_adobe_tapial,pared_tabique_quinche,pared_piedra,pared_madera,pared_canha_palma,pared_otro,techo_total,techo_calamina,techo_teja,techo_losa,techo_paja,techo_otro,piso_total,piso_tierra,piso_madera,piso_machimbre,piso_parquet,piso_ceramica,piso_cemento,piso_mosaico,piso_ladrillo,piso_otro
Cochabamba,Carrasco,Chimoré,SAN SALVADOR B,23,0,0,0,0,22,1,0,23,18,5,0,0,0,23,23,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PUERTO VILLARROEL,552,130,1,2,2,403,7,7,552,345,144,1,57,5,552,134,264,5,0,21,120,3,3,2
Cochabamba,Carrasco,Puerto Villarroel,PARAISO,11,6,0,0,0,5,0,0,11,3,8,0,0,0,11,5,0,0,0,1,5,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PALMERAS,64,7,0,0,1,39,14,3,64,20,28,0,14,2,64,45,0,0,0,1,17,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,CAPINOTA,11,0,0,0,0,1,10,0,11,1,0,0,10,0,11,11,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ILLIMANI,47,0,0,0,1,39,7,0,47,4,34,0,9,0,47,47,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA ESPERANZA,79,2,0,0,0,66,8,3,79,16,56,0,7,0,79,71,0,0,0,0,8,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN MARCOS,28,0,0,0,0,25,2,1,28,18,0,0,9,1,28,19,8,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TRINITARIO,89,6,0,0,0,63,20,0,89,5,62,0,21,1,89,70,1,0,0,0,18,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VALLE IVIRZA,56,16,0,0,0,38,0,2,56,13,39,0,1,3,56,37,1,0,0,0,17,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,CONSEJO INDIGENA YURACARE,44,1,0,0,0,30,13,0,44,10,3,0,31,0,44,35,8,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ANARANCHO 2,41,8,0,0,0,15,17,1,41,12,12,0,16,1,41,30,0,0,0,0,11,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PAMPA GRANDE,25,0,0,0,0,19,6,0,25,1,3,0,18,3,25,24,1,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,NORTE ISLAS,17,0,0,0,0,8,5,4,17,5,4,0,8,0,17,17,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,INDEPENDENCIA,40,0,0,0,0,33,7,0,40,11,11,0,18,0,40,40,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PUERTO CHIMORE,47,1,0,0,1,36,8,1,47,12,24,0,11,0,47,40,5,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN JOSE DEL NORTE,30,15,0,0,0,1,14,0,30,1,15,0,10,4,30,27,0,0,0,0,3,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SIETE ISLAS,38,0,0,0,1,31,6,0,38,8,24,0,6,0,38,38,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SENDA VI,220,148,0,0,0,67,4,1,220,39,172,4,3,2,220,63,3,0,0,7,147,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SENDA 2 DE AGOSTO,18,0,0,0,0,18,0,0,18,6,4,0,8,0,18,18,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,YARACARE,44,1,0,0,1,34,0,8,44,23,5,0,15,1,44,39,2,0,0,0,2,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,21 DE JULIO,20,0,0,0,0,6,14,0,20,1,0,0,19,0,20,20,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,LA PLANCHADA,40,0,0,0,1,31,8,0,40,21,3,0,16,0,40,40,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,GUALBERTO VILLARROEL,39,0,0,0,1,37,1,0,39,14,8,0,17,0,39,34,5,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,LAGUNILLAS,52,1,0,0,0,6,42,3,52,9,1,0,39,3,52,51,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,GALINDO,11,1,0,0,0,8,2,0,11,5,1,0,5,0,11,8,2,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA 14 DE SEPTIEMBRE,7,0,0,0,0,5,1,1,7,2,3,0,2,0,7,5,2,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA VICTORIA,24,0,0,0,0,17,7,0,24,5,1,0,18,0,24,24,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA NUEVA,69,44,0,0,0,24,0,1,69,24,41,3,0,1,69,18,0,0,0,0,51,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,JICHI,25,1,0,0,0,3,21,0,25,4,0,0,21,0,25,25,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BIA RECUATE,40,2,0,0,0,31,6,1,40,22,3,0,12,3,40,32,7,0,0,1,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BELEN,24,0,0,0,1,9,12,2,24,2,0,0,22,0,24,24,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,HORIZONTE PRIMERA,8,2,0,0,0,1,5,0,8,1,2,0,5,0,8,6,0,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TCO AGROFPROFASI,13,0,0,0,0,13,0,0,13,6,0,0,7,0,13,4,9,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,INTERCULTURAL UNION,18,0,0,0,0,16,0,2,18,5,3,0,10,0,18,10,8,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TAJIBOS,51,3,0,0,0,23,25,0,51,16,11,1,13,10,51,48,2,0,0,1,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,IVIRGARZAMA,2447,2222,3,0,0,200,7,15,2447,478,1663,267,16,23,2447,145,22,1,0,323,1936,7,3,10
Cochabamba,Carrasco,Puerto Villarroel,NAZARENO PRIMERO,114,38,0,0,0,74,1,1,114,46,64,2,1,1,114,46,3,0,0,9,55,0,1,0
Cochabamba,Carrasco,Puerto Villarroel,ISLAS NORTE,13,0,0,0,0,13,0,0,13,5,0,0,8,0,13,13,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,3 POZOS,94,46,0,0,0,45,3,0,94,31,60,0,3,0,94,49,0,0,0,1,44,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ALTO PUCARA,39,3,0,0,0,32,4,0,39,14,18,0,6,1,39,38,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BARRIENTOS,19,13,0,0,0,6,0,0,19,0,19,0,0,0,19,5,0,0,0,0,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,11 DE ENERO,23,2,0,0,0,20,1,0,23,2,21,0,0,0,23,22,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BELLO HORIZONTE,78,52,0,0,0,26,0,0,78,27,45,0,5,1,78,26,0,0,0,6,46,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BOLIVAR,19,2,0,0,0,17,0,0,19,7,11,0,0,1,19,17,0,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CALAMARCA,7,0,0,0,0,1,6,0,7,1,0,0,6,0,7,7,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CHASQUI,151,69,1,0,2,75,4,0,151,52,87,1,9,2,151,75,8,0,1,2,64,0,1,0
Cochabamba,Carrasco,Puerto Villarroel,CHIMBOCO A,33,19,0,0,0,14,0,0,33,10,22,0,1,0,33,8,1,0,0,1,23,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CHIMBOCO B,30,9,0,0,1,20,0,0,30,6,24,0,0,0,30,14,0,0,0,0,16,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,COTOCA NORTE,10,0,0,0,0,10,0,0,10,3,7,0,0,0,10,9,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ESMERALDA,185,51,0,0,1,129,4,0,185,20,154,2,9,0,185,129,2,0,0,1,52,0,1,0
Cochabamba,Carrasco,Puerto Villarroel,LIBERTAD,230,102,1,1,3,116,5,2,230,79,136,6,7,2,230,109,3,0,0,3,114,1,0,0
Cochabamba,Carrasco,Puerto Villarroel,MARISCAL SANTA CRUZ,11,3,0,0,0,8,0,0,11,4,7,0,0,0,11,8,0,0,0,0,3,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,NUEVO AMANECER,11,2,0,0,0,8,1,0,11,4,6,0,1,0,11,9,0,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PELIGRO,20,3,0,0,0,13,4,0,20,4,13,1,2,0,20,14,4,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PORKY LIMITADA,10,2,0,0,0,8,0,0,10,6,4,0,0,0,10,8,0,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PORVENIR,16,2,0,0,0,14,0,0,16,2,14,0,0,0,16,2,10,0,0,0,4,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PINTO,14,0,0,0,1,13,0,0,14,6,8,0,0,0,14,13,1,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PROLONGACION SANTA FE,10,0,0,0,0,9,1,0,10,4,6,0,0,0,10,10,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAJTA PALMAR,59,5,0,0,0,42,7,5,59,30,21,0,8,0,59,52,3,0,0,0,3,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,SAN JOAQUINO,24,6,0,0,0,16,2,0,24,4,19,0,1,0,24,15,0,0,0,0,8,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,SAN PEDRO,73,10,0,0,2,56,3,2,73,29,40,0,4,0,73,58,1,0,0,0,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN RAMON,25,4,0,0,0,15,6,0,25,14,5,0,6,0,25,21,0,0,0,0,4,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SEBASTIAN PAGADOR,47,0,0,0,1,26,6,14,47,24,16,0,6,1,47,46,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SIGLO XX,50,1,0,0,1,36,12,0,50,5,30,0,15,0,50,46,1,0,0,0,3,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SUCRE,51,6,1,0,0,39,5,0,51,7,40,0,4,0,51,36,2,0,0,1,12,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SUD CHICHAS,19,5,0,0,0,14,0,0,19,0,19,0,0,0,19,18,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VACAS,23,2,0,0,0,8,13,0,23,3,6,0,14,0,23,23,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TOPATER,49,6,0,0,0,30,11,2,49,17,29,0,3,0,49,33,1,0,0,1,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN PABLO,13,0,0,0,0,13,0,0,13,5,8,0,0,0,13,13,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TRONCAL,38,12,0,0,0,24,1,1,38,14,19,2,3,0,38,25,0,0,0,0,12,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,TUNARI,148,47,0,0,2,93,3,3,148,18,126,1,3,0,148,98,0,0,0,0,49,0,1,0
Cochabamba,Carrasco,Puerto Villarroel,TUTI MAYU,36,4,0,0,2,28,2,0,36,2,31,0,3,0,36,32,0,0,0,0,4,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,UCUCHI,15,0,0,0,0,13,2,0,15,4,7,0,4,0,15,15,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VALLE SAJTA,58,12,0,0,0,40,6,0,58,32,22,0,4,0,58,48,0,0,0,0,10,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VALLE TUNARI,169,95,0,0,0,69,3,2,169,5,149,12,1,2,169,57,4,0,0,6,102,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VALLE SACTA (Disperso),22,1,0,0,0,21,0,0,22,10,12,0,0,0,22,20,1,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,MONTE CARLO,38,0,0,0,1,21,16,0,38,19,0,0,19,0,38,38,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,NUEVA ESTRELLA,75,3,0,0,0,56,12,4,75,13,47,1,10,4,75,61,0,0,0,0,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA SAN FLORES,50,4,0,0,0,44,2,0,50,13,34,0,3,0,50,48,1,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TAMBORADA A-2,47,13,0,0,1,32,0,1,47,3,44,0,0,0,47,33,0,0,0,0,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN JUAQUIN JAYWAYCO,46,11,0,0,0,32,3,0,46,27,17,0,2,0,46,35,0,0,0,0,11,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,URKUPIÑA,27,0,0,0,0,20,7,0,27,20,6,0,0,1,27,27,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN JUAN,40,1,0,0,0,35,4,0,40,15,19,0,6,0,40,40,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,BOLIVAR B,10,1,0,0,0,9,0,0,10,3,7,0,0,0,10,8,0,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CUARTEL UMOPAR NAVAL,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,NUEVO HORIZONTE,34,0,0,0,0,12,18,4,34,3,2,0,28,1,34,34,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CURICHI,18,0,0,0,0,2,16,0,18,1,0,0,17,0,18,18,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA VERDE B,21,1,0,0,0,6,14,0,21,2,1,0,16,2,21,20,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ISLAS COMUNITARIAS,11,1,0,0,0,2,7,1,11,1,1,0,9,0,11,10,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,9 DE ABRIL,11,0,0,0,0,1,10,0,11,0,0,0,11,0,11,10,1,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,AGROINDUSTRIAL SACTA,74,2,1,0,2,59,5,5,74,37,30,0,7,0,74,67,2,0,0,0,3,0,0,2
Cochabamba,Carrasco,Puerto Villarroel,BELLA VISTA,19,13,1,1,0,4,0,0,19,4,14,1,0,0,19,7,0,0,0,1,11,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,DAZA ORDANZA,98,25,0,0,1,70,2,0,98,23,74,0,1,0,98,62,1,0,0,3,31,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,SAN ANDRES,14,0,0,0,0,12,2,0,14,5,8,0,1,0,14,14,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ALALAY VALLE HERMOSO,26,1,0,0,0,24,1,0,26,18,6,0,2,0,26,23,2,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA CRISTAL,47,23,1,0,2,21,0,0,47,14,31,0,0,2,47,22,0,0,0,2,23,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,TAMBORADA A - 1,60,9,0,0,0,41,9,1,60,15,43,1,1,0,60,44,1,0,0,1,13,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,BERMEJO,59,1,0,0,0,55,2,1,59,33,17,0,9,0,59,56,1,0,0,0,2,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CACHI CACHI,51,2,0,0,0,49,0,0,51,7,40,0,4,0,51,48,0,0,0,0,3,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,MEDIA LUNA,42,0,0,0,0,27,15,0,42,26,2,0,14,0,42,42,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,SAN BENITO,67,0,0,1,0,66,0,0,67,5,61,0,0,1,67,62,0,0,0,0,5,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,PUERTO BOLIVAR,51,0,0,0,0,28,22,1,51,34,13,0,3,1,51,51,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,RECTA IVIRGARZAMA,103,81,1,0,0,20,0,1,103,14,85,3,1,0,103,15,2,0,0,13,72,0,1,0
Cochabamba,Carrasco,Puerto Villarroel,TITICACA,32,6,0,0,0,20,6,0,32,7,23,0,2,0,32,18,0,0,0,0,14,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ISLAS MALVINAS,23,0,0,0,0,18,5,0,23,12,8,0,3,0,23,23,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,REMEDIOS KOLLPAS,21,4,0,0,0,11,5,1,21,12,7,0,2,0,21,17,0,0,0,0,4,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,COTOCA,26,0,0,0,0,13,13,0,26,0,10,0,16,0,26,25,0,0,0,1,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VILLA VISTA,15,1,0,0,0,2,12,0,15,0,1,0,14,0,15,14,0,0,0,0,1,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,24 DE JUNIO,47,1,0,0,0,3,43,0,47,6,1,0,40,0,47,46,0,0,0,1,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,ALTO TUNARI,19,0,0,0,0,5,4,10,19,6,1,0,11,1,19,19,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,CERRO VERDE B,19,0,0,0,1,17,1,0,19,4,0,0,15,0,19,19,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,6 DE MAYO,70,17,0,0,0,50,2,1,70,24,44,1,1,0,70,47,3,0,0,0,20,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,VALLE IVIRGARZAMA,139,56,0,0,0,76,3,4,139,62,67,2,0,8,139,61,0,0,0,4,73,0,0,1
Cochabamba,Carrasco,Puerto Villarroel,KOLLASUYO,11,0,0,0,0,11,0,0,11,9,1,0,1,0,11,11,0,0,0,0,0,0,0,0
Cochabamba,Carrasco,Puerto Villarroel,MARIPOSAS,4,4,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0
